B2_pos	ss	B2_reads
111726209	5ss	112
111726813	3ss	112
11174182	3ss	14
11174402	5ss	13
111750329	5ss	27
111753092	3ss	27
111753322	5ss	75
111753860	3ss	75
111753926	5ss	71
111754495	3ss	71
111765905	5ss	12
111765909	5ss	43
111768057	5ss	236
11177196	3ss	13
111805392	5ss	21
111806068	5ss	29
111806252	3ss	29
111806338	5ss	36
111808283	5ss	48
111812207	3ss	21
111821812	5ss	13
111828390	3ss	13
111828460	5ss	10
111831811	3ss	10
111835273	3ss	48
111835402	5ss	59
111839055	5ss	16
111839237	3ss	59
111839362	5ss	15
111844081	5ss	13
111844747	3ss	15
111844978	5ss	55
111845600	3ss	55
111845707	5ss	71
111846862	5ss	49
111851462	3ss	71
111851574	5ss	41
111853064	3ss	41
111853211	5ss	24
111855923	3ss	13
111855956	3ss	24
111856045	5ss	57
111856681	5ss	48
111857595	3ss	57
111857636	3ss	36
111857648	5ss	63
111857720	5ss	12
111859729	3ss	63
111859779	5ss	59
111860383	3ss	307
111860606	5ss	456
111862219	3ss	12
111862349	5ss	47
111863139	3ss	59
111863243	5ss	36
111863675	3ss	36
111863728	5ss	42
111864220	3ss	42
111864312	5ss	34
111864393	3ss	34
111864464	5ss	56
111865743	3ss	56
111865832	5ss	47
111866127	3ss	47
111866288	5ss	37
111866804	3ss	37
111866870	5ss	42
111870026	3ss	47
111870227	5ss	48
111872535	3ss	456
111872673	5ss	331
111876017	3ss	331
111876168	5ss	506
111877100	3ss	506
111877180	5ss	309
111878345	3ss	309
111878494	5ss	212
111878969	3ss	212
111879112	5ss	485
111879224	3ss	485
111879322	5ss	261
111881446	5ss	24
111881627	3ss	24
111881716	5ss	30
111881868	3ss	261
111882050	5ss	411
111883775	3ss	411
111884032	5ss	314
111884557	3ss	48
111884658	5ss	57
111884746	3ss	57
111884837	5ss	46
111884929	3ss	46
111885023	5ss	51
111885134	3ss	51
111885348	5ss	40
111885460	3ss	40
111885552	3ss	48
111885584	3ss	314
111885631	5ss	73
111885640	5ss	33
111885703	5ss	463
111885787	3ss	73
111886175	3ss	463
111886204	3ss	13
111886261	5ss	483
111887415	3ss	42
111887520	5ss	33
111888501	3ss	33
111888609	5ss	37
111889680	3ss	37
111890121	3ss	483
111890244	5ss	332
111892063	3ss	261
111892158	5ss	117
111893084	3ss	188
111896005	5ss	30
111896219	3ss	33
111896313	5ss	14
111896475	5ss	288
111896546	3ss	14
111896641	5ss	28
111896922	3ss	288
111897023	5ss	308
111897565	3ss	30
111899239	3ss	308
111899363	5ss	538
111899516	3ss	538
111899669	5ss	285
111904128	3ss	285
111904254	5ss	306
111907621	3ss	17
111907724	5ss	13
111907997	3ss	306
111908184	5ss	393
111909968	3ss	393
111910121	5ss	267
111914190	3ss	267
111914257	5ss	306
111915862	3ss	306
111915954	5ss	357
111916587	3ss	357
111916694	5ss	478
111919895	3ss	28
111920017	5ss	35
111921710	3ss	13
111921958	3ss	478
111922073	5ss	277
111926161	3ss	35
111926299	5ss	33
111926928	3ss	49
111927078	3ss	33
111927129	5ss	79
111927137	5ss	39
111927879	3ss	39
111928025	5ss	34
111929934	3ss	34
111930020	5ss	51
111930627	3ss	277
111930789	5ss	218
111931762	3ss	218
111931898	5ss	256
111932619	3ss	51
111932697	5ss	35
111932885	3ss	35
111933024	5ss	15
111933130	3ss	256
111935486	3ss	15
111935710	5ss	15
111935924	3ss	79
111936012	5ss	60
111936284	3ss	60
111936366	5ss	122
111938494	3ss	15
111938587	5ss	33
111940701	3ss	33
111940790	5ss	28
111945640	5ss	38
111946291	3ss	38
111946367	5ss	74
111948939	3ss	74
111949039	5ss	94
111951133	3ss	94
111951282	5ss	130
111952706	3ss	130
111952759	5ss	79
111953095	3ss	28
111953189	3ss	79
111953194	5ss	52
111953825	3ss	52
111953879	5ss	55
111955338	3ss	55
111957683	5ss	196
111958237	3ss	122
111958328	5ss	200
111958581	3ss	196
111958697	5ss	279
111959591	3ss	279
111959735	5ss	316
111965529	3ss	316
111967772	3ss	200
111967840	5ss	55
111967882	5ss	226
111970139	3ss	226
111970271	5ss	142
111976159	3ss	142
111976226	5ss	66
111977785	3ss	66
111977881	5ss	89
111979898	3ss	89
111979940	5ss	85
111980927	3ss	85
111981101	5ss	106
111982616	3ss	106
111986041	5ss	17
111987947	3ss	72
111988079	5ss	89
111992203	5ss	1300
111992459	3ss	1300
111992495	5ss	1040
111996833	3ss	1026
111996978	5ss	1208
111998708	3ss	1222
111998871	5ss	1548
111999252	3ss	1548
111999377	5ss	1841
112002079	3ss	1841
112002258	5ss	1354
11200291	5ss	406
112003539	3ss	1354
112004586	3ss	89
112004615	5ss	93
112038938	3ss	93
112039052	5ss	83
112039672	3ss	83
112039843	5ss	82
112043579	5ss	13
112044582	3ss	82
11209043	3ss	91
112090570	3ss	13
112090722	5ss	39
112090837	5ss	212
112095818	3ss	212
112095922	5ss	234
112096057	3ss	234
112096141	5ss	272
112096969	3ss	272
112097093	5ss	340
112097249	5ss	64
112098916	3ss	340
112099073	5ss	213
112099317	3ss	64
112101405	5ss	76
112101921	3ss	213
112101971	5ss	296
112102023	3ss	39
112102056	3ss	296
112102107	5ss	31
112102234	5ss	307
112102325	3ss	307
112102433	5ss	391
112102886	3ss	31
112103087	5ss	28
112103886	3ss	76
112103956	5ss	62
112104155	3ss	62
112105893	5ss	21
112108036	3ss	412
112108170	5ss	489
11210899	3ss	406
11211021	5ss	307
112111326	3ss	28
112111434	5ss	61
112112274	3ss	489
112112402	5ss	507
112112821	3ss	507
112112916	5ss	200
112115485	3ss	200
112116487	3ss	61
112116600	5ss	62
112124043	5ss	32
112128143	3ss	62
112128226	5ss	66
112130501	3ss	32
112130700	5ss	45
11213340	3ss	307
11213462	5ss	281
112136976	3ss	66
112137080	5ss	35
112139966	3ss	45
112140114	5ss	22
112143542	3ss	22
112143736	5ss	26
11214472	3ss	18
11214623	5ss	28
112147330	3ss	26
112147488	5ss	25
112150302	3ss	25
112150461	5ss	76
112151192	3ss	35
112151290	5ss	26
112153625	3ss	76
112153766	5ss	40
112154663	3ss	26
112155041	5ss	75
112157593	3ss	75
112157688	5ss	85
11215896	3ss	281
112159004	3ss	16
112159057	5ss	16
112159475	3ss	40
112159543	5ss	59
11216276	5ss	406
112162805	3ss	85
112162944	5ss	37
112163626	3ss	37
112163703	5ss	29
112164553	3ss	29
112164669	5ss	47
112165766	3ss	59
112165947	5ss	32
112167610	3ss	32
112167760	5ss	32
112170648	3ss	47
112170862	5ss	24
112171727	3ss	32
112171872	5ss	19
11217241	3ss	406
112173250	3ss	24
11217363	5ss	574
112174635	3ss	19
112174808	5ss	34
11217599	3ss	28
11217803	5ss	27
11218068	3ss	574
11218190	5ss	363
112182447	3ss	34
112182847	5ss	41
112183948	3ss	41
112184088	5ss	28
112184853	3ss	28
112184990	5ss	39
112185099	3ss	39
112185189	5ss	18
112186121	3ss	18
112187149	5ss	11
112191576	3ss	11
112191719	5ss	13
112193472	3ss	13
112197114	5ss	152
112198205	3ss	152
112198280	5ss	121
11219836	3ss	27
11220003	5ss	27
112200154	3ss	121
112200225	5ss	303
112200318	3ss	303
112200429	5ss	785
112203069	3ss	35
112203101	3ss	750
112204900	5ss	386
11221328	3ss	363
11221447	5ss	229
112219722	3ss	386
112219826	5ss	248
112220962	3ss	248
112221102	5ss	322
11222190	3ss	229
112223071	3ss	322
11222315	5ss	375
112223150	5ss	356
112227627	3ss	356
112227738	5ss	377
112228238	3ss	377
112228366	5ss	278
112229110	3ss	278
112229223	5ss	362
112229865	3ss	362
112229967	5ss	289
112230402	3ss	289
112230586	5ss	270
112234039	5ss	50
112235882	3ss	270
112236046	5ss	307
112237710	3ss	307
112237867	5ss	383
112237963	3ss	50
112238031	5ss	127
11223954	3ss	375
112240063	3ss	127
112240119	5ss	155
11224125	5ss	468
112241663	3ss	383
112241777	5ss	227
11224211	3ss	468
11224438	5ss	351
112245958	3ss	155
112246098	5ss	162
112246965	3ss	162
112247108	5ss	82
112247347	3ss	227
112251771	3ss	82
112251886	5ss	53
112255053	3ss	53
112258258	5ss	253
112262479	3ss	253
112262627	5ss	568
112266693	3ss	568
112266912	5ss	561
11226770	3ss	351
11226888	5ss	365
112269778	3ss	561
11227535	3ss	365
11227674	5ss	299
112280573	5ss	68
112281120	5ss	57
112282232	3ss	57
112282380	5ss	49
112288018	3ss	49
112288116	5ss	125
112289387	3ss	125
112289517	5ss	149
112292736	3ss	149
112292803	5ss	142
112298847	5ss	49
112299268	3ss	49
112299362	5ss	77
112299393	3ss	142
112300173	5ss	59
112301518	3ss	59
112302022	3ss	77
112302190	5ss	72
112303054	3ss	68
112303096	3ss	72
112303127	5ss	124
112303210	5ss	94
112303328	3ss	94
112303470	5ss	76
112303609	3ss	76
112303747	5ss	92
112303848	3ss	92
112303906	5ss	61
112303960	3ss	124
112304035	5ss	202
112304877	3ss	61
112304959	5ss	101
112305299	3ss	101
112305376	3ss	181
112305404	5ss	115
112305473	5ss	290
112305528	3ss	115
112305629	5ss	75
112306557	3ss	299
112306665	5ss	174
11230768	3ss	299
112308075	3ss	174
112308164	5ss	305
112308359	3ss	75
112308889	3ss	317
112308984	5ss	292
11230909	5ss	577
11231046	3ss	577
11231198	5ss	456
112312683	5ss	68
112318251	3ss	292
112318331	5ss	289
112321385	3ss	289
112321532	3ss	68
112321572	5ss	284
112321683	5ss	148
112323720	3ss	284
112323840	5ss	240
112326292	3ss	240
112326422	5ss	200
112326689	3ss	200
112326804	5ss	139
112326810	5ss	175
112327589	5ss	63
112327818	3ss	148
112327844	3ss	314
112327945	5ss	73
112327948	5ss	212
112328369	3ss	73
112328467	5ss	78
112328696	3ss	63
112328771	5ss	93
112330771	3ss	212
112333465	3ss	93
112333503	5ss	109
112335094	3ss	109
112335161	5ss	136
112336781	3ss	78
112336933	5ss	192
112337054	3ss	192
112337166	5ss	132
112337179	3ss	136
112337250	5ss	109
112337264	3ss	132
112337371	5ss	148
112337593	3ss	109
112337672	5ss	178
112338386	3ss	178
112338464	5ss	217
11233850	3ss	456
112339639	3ss	148
112339774	5ss	134
11234020	5ss	359
112340662	3ss	217
112340779	5ss	338
112341681	3ss	338
112341856	5ss	241
112342320	3ss	241
112342400	5ss	228
112343142	3ss	228
112343306	5ss	318
112343599	3ss	318
112343635	3ss	134
112343720	5ss	335
112343739	5ss	124
112343941	3ss	335
112344154	5ss	165
112346453	3ss	124
112346504	5ss	161
112349018	3ss	161
112349363	3ss	165
112349466	5ss	232
112349650	3ss	232
112349749	5ss	235
112350170	3ss	235
112350330	5ss	128
112350749	3ss	128
112350890	5ss	158
112352831	3ss	158
112352981	5ss	246
112356156	3ss	246
112358048	5ss	135
112359412	3ss	135
112359570	5ss	276
112360197	3ss	276
112360304	5ss	333
112360780	3ss	333
112360888	5ss	190
112361395	3ss	190
112361642	5ss	325
112361724	3ss	325
112361936	5ss	301
112362232	3ss	301
112362423	5ss	252
112362583	3ss	252
112362760	5ss	173
112362942	3ss	173
112363048	5ss	131
112363989	3ss	131
11238684	3ss	359
11238761	5ss	412
1123943	5ss	34
11240189	3ss	412
11240346	5ss	405
112418404	5ss	18
11241957	3ss	405
112420473	3ss	18
112420611	5ss	85
112421873	3ss	85
112451413	5ss	915
112457560	3ss	897
112457698	5ss	1434
112459954	3ss	1452
112542813	5ss	49
112563422	5ss	39
112568315	3ss	39
112568373	5ss	73
112572542	3ss	73
112572677	5ss	116
112572817	3ss	116
112572870	5ss	84
112578623	3ss	84
112579028	5ss	93
112579893	3ss	93
112580099	5ss	76
112583390	3ss	76
112583466	5ss	84
112585878	3ss	84
112586108	5ss	139
112587555	3ss	139
112587675	5ss	140
112589605	3ss	140
112589944	5ss	85
112590231	3ss	85
112590303	5ss	54
112590539	3ss	54
1125951	3ss	34
11260245	3ss	27
11260409	5ss	11
1126046	5ss	58
112629771	3ss	49
112629851	5ss	68
112631776	5ss	19
1126352	3ss	58
112635724	3ss	19
112635828	5ss	32
112640991	3ss	32
112641293	5ss	78
1126416	5ss	51
112642761	3ss	78
112642831	3ss	68
112642855	5ss	55
112642961	5ss	60
112645011	3ss	55
112645124	5ss	67
112647423	3ss	67
112647644	5ss	67
112649291	3ss	67
112649388	5ss	68
112650314	3ss	68
112650428	5ss	53
112653849	3ss	53
112653956	5ss	44
112654170	3ss	44
112654280	5ss	68
112655706	3ss	68
112655845	5ss	64
112656373	5ss	54
112657786	3ss	64
112668609	5ss	135
112670366	3ss	22
112670395	3ss	113
112670523	5ss	57
112670806	3ss	57
112686015	3ss	60
112686697	3ss	54
112687117	5ss	42
1126880	5ss	82
112694308	5ss	61
112702537	3ss	42
112702637	5ss	80
112704966	3ss	61
112704971	3ss	80
112705144	5ss	48
112705661	5ss	25
112710182	5ss	80
112711873	3ss	80
112711971	5ss	94
112713982	3ss	94
112714112	5ss	89
112715739	3ss	89
112715838	5ss	126
112718293	3ss	126
112718411	5ss	65
112719697	3ss	65
11272192	3ss	11
112722768	3ss	48
112722854	5ss	52
112724819	5ss	70
112725714	3ss	52
112725829	5ss	40
112732866	3ss	40
112733049	5ss	32
112740419	3ss	32
112740570	5ss	42
112745386	3ss	70
112745523	5ss	69
112751828	3ss	42
112755053	5ss	35
112758778	3ss	35
112758863	5ss	45
112760173	3ss	69
112760303	5ss	37
112760669	3ss	45
112760764	5ss	66
112761481	3ss	66
112761561	5ss	73
112764364	3ss	37
112764552	5ss	44
112765960	3ss	73
112766052	5ss	74
112767289	3ss	44
112767411	5ss	25
112767525	3ss	74
112767643	5ss	24
112769006	3ss	25
112769143	5ss	114
112769471	3ss	114
112769588	5ss	127
112771368	3ss	127
112776990	3ss	24
112777099	5ss	41
112778234	3ss	25
112778319	5ss	35
112778999	3ss	41
112779158	5ss	35
112779835	3ss	35
112779971	5ss	86
112785928	3ss	86
1127957	5ss	13
112824644	5ss	33
112832489	3ss	33
112832539	5ss	38
112834769	3ss	38
112834859	5ss	39
112838634	3ss	39
112838695	5ss	10
112838912	3ss	10
112839095	5ss	24
112843582	3ss	24
112843681	5ss	60
112847202	3ss	60
112847295	5ss	10
112849289	3ss	10
112849360	5ss	14
112849779	5ss	43
112850969	3ss	43
112851059	5ss	58
112854621	3ss	14
112854729	5ss	43
112854810	3ss	43
112854868	5ss	37
112856172	3ss	37
112856275	5ss	35
112856929	5ss	352
112858199	3ss	35
112858272	5ss	36
112860678	3ss	58
112860874	5ss	72
112862283	3ss	72
112862482	5ss	17
112863579	3ss	36
112863652	5ss	37
112865365	3ss	37
112865417	5ss	46
112868576	3ss	17
112868742	5ss	30
112870002	3ss	30
112870104	5ss	41
112870476	3ss	46
112870506	5ss	48
112871339	3ss	41
112871495	5ss	52
112873661	3ss	48
112874771	3ss	52
112874878	5ss	27
112876665	3ss	27
112876813	5ss	12
112878065	3ss	12
112878200	5ss	29
112884080	3ss	352
112884202	5ss	668
112884238	3ss	29
112884364	5ss	39
112884652	3ss	39
112884717	5ss	11
112887876	5ss	47
112888122	3ss	650
112888125	3ss	18
112888316	5ss	326
112888878	3ss	11
112889056	5ss	25
112889287	3ss	25
112889383	5ss	21
112889464	3ss	21
112889719	5ss	12
112890999	3ss	326
112891191	5ss	661
112891749	3ss	12
112891831	5ss	20
112892368	3ss	661
112892484	5ss	461
112893754	3ss	461
112893867	5ss	225
112896777	3ss	20
112896882	5ss	55
112898407	3ss	82
112899070	3ss	55
112899189	5ss	32
112899556	3ss	32
112899828	5ss	45
112900819	5ss	189
112901590	3ss	45
112901716	5ss	66
112902789	3ss	66
112902994	5ss	54
112903351	3ss	54
112903546	5ss	46
112910748	3ss	225
112910844	5ss	454
112915283	3ss	46
112915392	5ss	10
112915455	3ss	454
112915534	5ss	575
112915661	3ss	575
112915819	5ss	406
112917114	3ss	10
112917406	5ss	38
112918599	3ss	157
112918777	5ss	97
112919878	3ss	406
112919999	3ss	38
112920009	5ss	393
112920176	5ss	24
112924279	3ss	393
112924433	5ss	211
112926247	3ss	211
112926314	5ss	366
112926738	3ss	24
112926828	3ss	366
112926941	5ss	37
112926979	5ss	471
112927693	3ss	37
112927875	5ss	39
112929000	3ss	39
112929087	5ss	21
112929179	3ss	21
112930679	3ss	129
112939948	3ss	471
112940060	5ss	487
112942499	3ss	487
112942600	5ss	559
112943629	3ss	559
112954939	5ss	11
112958779	3ss	11
112991794	5ss	21
112997071	3ss	21
112997178	5ss	32
112998553	3ss	32
1130343	3ss	51
1130478	5ss	40
113060928	5ss	12
113066889	5ss	22
113067462	3ss	12
113067738	5ss	12
113069381	3ss	12
113079442	5ss	11
113080226	3ss	11
113102014	5ss	16
1131043	3ss	95
113107849	3ss	38
11312171	5ss	12
11314116	5ss	24
11315094	3ss	12
113153330	5ss	87
113162505	5ss	399
113174364	3ss	87
113174412	5ss	90
113175903	3ss	90
113175929	5ss	101
113178928	3ss	101
113178953	5ss	83
113181922	3ss	83
113182018	5ss	221
113184144	3ss	221
113184242	5ss	156
113186165	3ss	156
113186223	5ss	207
113186890	3ss	207
113186963	5ss	212
113187037	5ss	11
113187744	3ss	212
113187872	5ss	258
113189300	3ss	258
113189832	3ss	399
113189895	5ss	560
113192040	3ss	560
113192091	5ss	618
113194010	3ss	11
113196220	3ss	618
113196283	5ss	768
113197087	3ss	768
113197293	5ss	1274
113201644	3ss	1274
113201723	5ss	690
113202323	3ss	690
113202401	5ss	878
113209696	3ss	878
113209767	5ss	925
113212165	3ss	925
113212227	5ss	770
113212518	3ss	16
113212614	3ss	754
113217351	5ss	20
113217470	3ss	20
113217671	5ss	109
113218625	5ss	10
1132226	3ss	40
1132297	5ss	13
113231557	3ss	109
113231760	5ss	145
113232037	3ss	145
113232272	5ss	125
113232462	3ss	125
113232720	5ss	168
113234287	3ss	168
113234421	5ss	145
113235383	3ss	145
113235551	5ss	137
113236640	3ss	137
113236794	5ss	158
113236957	3ss	10
113237075	3ss	158
113237251	5ss	199
113237371	3ss	199
113237518	5ss	175
113238038	3ss	175
113238196	5ss	176
113238770	3ss	176
113238873	5ss	130
113239059	3ss	130
113239156	5ss	108
113239252	3ss	108
113239468	5ss	132
113240078	5ss	128
113240616	3ss	132
113240733	5ss	136
113240909	3ss	136
113241100	5ss	121
113241337	3ss	121
113241411	5ss	100
113242307	3ss	100
113242432	5ss	126
113242516	3ss	126
113242604	5ss	163
113242841	3ss	163
113242962	5ss	212
113243038	3ss	212
113243494	3ss	128
113243572	5ss	119
113251720	3ss	119
113251952	5ss	116
113258783	3ss	116
113258918	5ss	99
113260489	3ss	99
113260758	5ss	74
113277859	3ss	74
113278002	5ss	163
113286258	3ss	163
113300248	5ss	80
113304589	3ss	80
113304756	5ss	121
113304998	3ss	121
113305144	5ss	84
113306844	3ss	84
113306976	5ss	84
113308443	3ss	84
113308579	5ss	117
113309352	3ss	117
113309575	5ss	108
113310222	3ss	108
113310393	5ss	86
113315487	3ss	86
113315658	5ss	113
113316870	3ss	113
113317151	5ss	74
113321943	3ss	74
113322076	5ss	76
113325544	3ss	76
113325714	5ss	130
113326323	3ss	130
113326479	5ss	92
113330139	3ss	92
113330335	5ss	88
113331139	3ss	88
113331392	5ss	103
113332424	3ss	103
11334117	5ss	69
113342063	5ss	10
113342226	5ss	91
113343551	3ss	101
113343691	5ss	120
113343777	3ss	120
113343942	5ss	126
113344769	5ss	59
113345024	5ss	11
113346341	3ss	11
113346443	3ss	126
113346629	5ss	31
113348856	3ss	31
113349040	5ss	12
113354314	3ss	12
113354543	5ss	11
113355352	3ss	11
113356457	5ss	11
113359640	3ss	11
113379657	5ss	13
113382281	3ss	13
113382456	5ss	10
113384548	3ss	10
113385904	5ss	10
113386666	3ss	10
113388780	5ss	10
113398876	3ss	10
113399051	5ss	10
113400457	3ss	10
113400707	5ss	12
113401118	3ss	12
11340160	3ss	24
113402213	5ss	11
11340329	5ss	77
113403549	3ss	11
113403706	5ss	458
113404140	3ss	458
113404739	5ss	259
113404901	3ss	259
113405041	5ss	192
113405230	3ss	192
113405315	5ss	264
113407560	5ss	12
113407767	3ss	12
11340836	3ss	77
11340890	5ss	88
113410279	3ss	264
113410375	5ss	235
113414699	3ss	235
113414818	5ss	283
113416402	3ss	283
113416671	5ss	526
113416781	3ss	526
113417339	5ss	287
113417964	3ss	287
113418149	5ss	387
113418719	3ss	387
113418803	5ss	396
113420441	3ss	396
113439449	3ss	59
113439571	5ss	45
11345701	3ss	69
113459271	3ss	45
113459360	5ss	70
113460527	3ss	70
113460607	5ss	78
113464933	3ss	78
113465040	5ss	126
113465960	5ss	155
113470397	3ss	126
113470525	5ss	76
113473618	3ss	76
113473721	5ss	43
113474214	3ss	43
113474264	5ss	47
113477659	3ss	47
113477723	5ss	44
113478658	3ss	44
113478739	5ss	32
113479744	3ss	32
113479894	5ss	52
113481008	3ss	52
113481205	5ss	57
11348417	3ss	88
11348534	5ss	68
113485689	3ss	57
113485862	5ss	58
113487174	3ss	58
113487337	5ss	87
113488903	3ss	87
113488974	5ss	89
113490492	3ss	89
113490565	5ss	152
113496590	3ss	152
113496693	5ss	112
113497588	3ss	155
113497682	5ss	389
113499897	3ss	389
113500025	5ss	263
113503071	3ss	263
113503285	5ss	438
113503543	3ss	438
113503680	5ss	341
11350458	3ss	68
113505079	3ss	341
113505230	5ss	175
11350535	5ss	36
113505351	3ss	112
113505532	5ss	63
113507560	3ss	175
113507722	5ss	358
113508579	3ss	358
113508593	3ss	63
113508687	5ss	174
113508844	5ss	44
113510225	3ss	44
113510399	5ss	28
113512132	3ss	28
113512234	5ss	42
113512459	3ss	42
113512604	5ss	96
113513707	3ss	96
113513719	3ss	174
113513766	5ss	133
113513841	5ss	195
113513937	3ss	195
113514051	5ss	188
113514601	3ss	133
113514723	3ss	188
113514728	5ss	62
113514786	5ss	263
113516754	3ss	62
113516889	5ss	68
113517090	3ss	263
113517293	5ss	298
113522430	3ss	298
113522524	5ss	392
113524201	3ss	392
113524372	5ss	305
113526049	3ss	68
113526114	5ss	82
113527887	3ss	82
113527990	5ss	45
113528182	3ss	305
113530090	3ss	45
113530255	5ss	28
113536130	3ss	17
113536190	3ss	11
11354778	3ss	36
11354894	5ss	34
113558395	5ss	97
113558759	5ss	18
113565824	3ss	115
113565924	5ss	13
113566027	5ss	59
113567507	3ss	72
113567607	5ss	86
113567744	3ss	86
113567827	5ss	74
113567947	3ss	74
113568111	5ss	211
11356818	3ss	34
113568190	3ss	211
113568283	5ss	228
113568355	3ss	228
113568705	5ss	113
113568807	3ss	16
113568846	3ss	97
113568990	5ss	111
11356967	5ss	93
113570691	3ss	111
113570842	5ss	182
113571617	3ss	182
113571738	5ss	107
113574233	3ss	107
113574392	5ss	133
113575224	3ss	133
113575315	5ss	106
113578403	3ss	106
113623826	5ss	138
113623990	3ss	138
113624121	5ss	161
113624488	3ss	161
113624853	5ss	233
113629115	3ss	233
113634005	5ss	22
113635828	3ss	22
113635902	5ss	32
113636052	3ss	32
113636186	5ss	14
113636961	3ss	14
113637104	5ss	10
113637234	3ss	10
113637377	5ss	34
113638496	3ss	34
113638639	5ss	28
113638844	3ss	28
113638987	5ss	33
113641327	3ss	33
113641407	5ss	16
113642833	3ss	16
113642904	5ss	12
113643042	3ss	12
113643110	5ss	18
113650216	3ss	18
113653184	5ss	13
113655101	3ss	13
113655382	5ss	38
113657049	3ss	38
113657498	5ss	12
113658909	3ss	12
113659058	5ss	33
113659431	5ss	20
113661855	3ss	33
113662145	5ss	33
113663141	5ss	12
113664533	3ss	32
113664769	5ss	100
113666497	3ss	33
113667810	5ss	30
113672547	3ss	30
113698173	3ss	100
113698297	5ss	66
113703985	3ss	66
113704161	5ss	63
113705648	3ss	63
113705761	5ss	63
113706547	3ss	63
113706677	5ss	79
113707562	3ss	79
113707650	5ss	106
113710463	3ss	106
113710497	5ss	76
113711037	3ss	76
113711095	5ss	75
113711374	3ss	75
113711473	5ss	69
113714724	3ss	69
113714840	5ss	103
113715045	3ss	103
113715169	5ss	70
113715994	3ss	70
113716042	5ss	77
113716577	3ss	77
113716640	5ss	58
