D3_pos	ss	D3_reads
151277207	5ss	127
151281411	3ss	127
15128143	3ss	286
151281551	5ss	132
15128235	5ss	396
15128314	3ss	396
15128410	5ss	279
151286105	3ss	132
151286173	5ss	123
15129306	3ss	279
151293083	3ss	123
151293194	5ss	96
15129410	5ss	210
15129873	3ss	210
151330955	3ss	96
151331094	5ss	57
151334915	3ss	57
151334956	5ss	72
151336016	3ss	72
151336116	5ss	114
151336652	3ss	114
151336829	5ss	179
151355629	3ss	179
151355736	5ss	133
151358101	3ss	133
151358253	5ss	119
151372203	5ss	2840
151372457	3ss	2840
151372663	5ss	2845
151372918	3ss	2845
151373064	5ss	3143
151373240	3ss	3143
151373321	5ss	3088
151373715	3ss	3088
151373831	5ss	2743
151374018	3ss	2743
151374106	5ss	2480
151374293	3ss	2480
15139408	5ss	10
15139765	5ss	13
151413603	3ss	119
151413723	5ss	113
151422662	3ss	113
15144217	3ss	13
15144335	5ss	21
15145304	3ss	31
151483991	5ss	47
151490982	3ss	47
151491868	5ss	115
151492642	3ss	115
151492742	5ss	74
151492890	3ss	74
151492959	5ss	106
151493072	3ss	106
151493167	5ss	122
151495910	3ss	122
151496037	5ss	112
151496702	3ss	112
151496834	5ss	104
151497150	3ss	104
151497362	5ss	115
151498118	3ss	115
151498266	5ss	139
151499451	3ss	139
151499583	5ss	102
151501826	3ss	102
151502035	5ss	94
151502385	3ss	94
151502591	5ss	73
151502965	3ss	73
151503222	5ss	79
151504878	3ss	79
151505048	5ss	91
151506451	3ss	91
151506612	5ss	82
151507518	3ss	82
151507607	5ss	109
151508076	3ss	109
151508159	5ss	108
151508256	3ss	108
151508374	5ss	105
151508713	3ss	105
151508821	5ss	155
151509206	3ss	155
151509369	5ss	129
151509681	3ss	129
151512902	5ss	27
151532088	5ss	26
151535061	3ss	27
151535154	3ss	26
151535162	5ss	42
151536380	3ss	42
151536466	5ss	40
151537001	3ss	40
151537090	5ss	37
151538240	5ss	28
151538639	3ss	37
151538704	5ss	36
151542133	3ss	36
151542246	5ss	40
151542451	3ss	28
151542622	5ss	22
151545364	3ss	22
151546746	3ss	40
151546874	5ss	35
151547387	3ss	35
151547481	5ss	43
151551197	3ss	43
151551302	5ss	46
151552125	3ss	46
151552208	5ss	50
151553418	3ss	50
151553518	5ss	54
151554120	3ss	54
151584988	5ss	20
151611364	3ss	20
151611595	5ss	65
151630711	3ss	65
151630903	5ss	104
151633274	3ss	104
151633338	5ss	92
151634642	3ss	92
151634746	5ss	76
151638409	3ss	76
151638487	5ss	73
151640948	3ss	73
151641111	5ss	60
151655832	3ss	60
151655921	5ss	90
151664911	3ss	90
151665060	5ss	119
151665387	3ss	119
151665515	5ss	80
151665900	3ss	80
151665959	5ss	66
151666069	3ss	15
151666846	3ss	51
151722969	5ss	85
1517315	3ss	26
1517413	5ss	14
151773721	5ss	214
151775683	3ss	214
151775788	5ss	249
151776493	5ss	13
151779463	3ss	249
151779707	5ss	364
151785588	3ss	364
151785753	5ss	294
151789478	3ss	294
151791275	3ss	98
151791607	5ss	105
151797883	3ss	105
151798006	5ss	100
151800197	3ss	100
151800363	5ss	88
151802330	3ss	88
151802455	5ss	74
151805123	3ss	74
151805372	5ss	118
151807613	3ss	118
151807730	5ss	136
151810331	3ss	136
151810483	5ss	159
151814242	3ss	159
151814460	5ss	101
151815763	3ss	101
151815867	5ss	80
151817916	3ss	80
151818053	5ss	120
151818631	3ss	120
151986881	5ss	149
151999661	5ss	109
152014826	3ss	109
152014976	5ss	226
152017194	3ss	149
152018156	5ss	204
152018809	3ss	226
152018967	5ss	186
152020866	5ss	4641
152021637	3ss	4641
152021740	5ss	6477
152022127	3ss	6477
152022314	5ss	3697
152024023	3ss	3697
152024231	5ss	8596
152025329	3ss	8596
152025438	5ss	8364
152025624	3ss	8364
152027314	3ss	186
152027460	5ss	222
152031140	3ss	222
152031268	5ss	226
152034363	3ss	226
152034505	5ss	220
152036115	3ss	220
152036217	5ss	207
152037328	3ss	207
152132730	3ss	204
152132900	5ss	157
152150506	3ss	157
152150709	5ss	153
152163071	3ss	153
152163328	5ss	195
152164493	3ss	150
152164546	5ss	173
152165409	3ss	218
152165562	5ss	166
152173331	3ss	105
152173366	5ss	104
152174056	3ss	165
152174150	5ss	170
152177060	3ss	170
152177134	5ss	209
152180174	3ss	209
152266547	5ss	27
152266928	3ss	27
152267041	5ss	113
152267774	3ss	113
152267852	5ss	115
152271337	3ss	115
152271433	5ss	99
152273075	3ss	99
152273202	5ss	146
152273321	3ss	146
152273415	5ss	163
152276704	3ss	163
152276893	5ss	152
152279464	3ss	152
152279556	5ss	133
152285298	3ss	133
152285436	5ss	100
152289591	3ss	100
152289742	5ss	156
152291977	3ss	156
152292094	5ss	212
152293341	3ss	212
152293517	5ss	216
152293755	3ss	216
152293865	5ss	132
152295198	3ss	132
152295260	5ss	100
152296541	3ss	100
152296641	5ss	135
152298419	3ss	135
152298481	5ss	14
152298505	5ss	173
152299773	3ss	187
152299843	5ss	174
152300043	3ss	174
152300223	5ss	168
152301852	3ss	168
152301959	5ss	137
152302940	3ss	137
152303089	5ss	152
152308120	3ss	152
152308219	5ss	130
152311409	3ss	130
152311673	5ss	155
152313092	3ss	155
152313134	5ss	170
152314275	3ss	170
152314477	5ss	173
152315325	3ss	173
152315424	5ss	154
152316514	3ss	154
152316633	5ss	119
152317652	3ss	119
152317803	5ss	160
152318756	3ss	160
152318836	5ss	161
152318926	3ss	161
152318980	5ss	151
152319398	3ss	151
152322634	5ss	163
152324514	3ss	163
152324660	5ss	174
152324988	3ss	112
152325065	5ss	119
152325155	3ss	181
152325270	5ss	178
152326225	3ss	178
152326378	5ss	94
152330478	3ss	94
152330586	5ss	113
152331371	3ss	113
152331733	5ss	10
152339713	3ss	10
15246815	5ss	37
152480327	5ss	16
15248104	5ss	157
152497616	3ss	16
152497740	5ss	81
152498706	3ss	81
152498816	5ss	59
152511635	3ss	59
152511730	5ss	78
152513566	3ss	78
152513673	5ss	17
152517384	3ss	17
152517527	5ss	36
152520427	3ss	36
152520600	5ss	61
152522115	3ss	61
152522207	5ss	39
15252429	5ss	11
15253611	3ss	168
15253719	5ss	211
152549211	3ss	39
152549336	5ss	27
152550579	3ss	27
152550662	5ss	32
152551543	3ss	32
15258932	3ss	211
15259089	5ss	273
15259980	3ss	273
15260047	5ss	284
152602168	5ss	10
152610978	3ss	10
152611079	5ss	13
152612277	3ss	13
15262288	3ss	284
15262488	5ss	219
15264982	3ss	219
15265068	5ss	264
15269346	3ss	264
15269472	5ss	284
15270481	3ss	284
15270566	5ss	170
15271949	3ss	170
15272042	5ss	217
15273618	3ss	28
15273665	5ss	37
15274026	3ss	226
15274172	5ss	221
15275374	3ss	221
15275480	5ss	269
15276532	3ss	269
15276652	5ss	254
152772097	5ss	19
152772288	3ss	19
152772381	5ss	15
152772505	3ss	15
15281980	3ss	254
15282124	5ss	342
15282261	3ss	342
15282360	5ss	212
15282960	3ss	188
15283095	5ss	173
15283685	3ss	197
15283760	5ss	238
15287033	3ss	238
15287178	5ss	292
15288239	3ss	292
15288301	5ss	267
15288834	3ss	267
15288964	5ss	174
152908065	5ss	397
152912879	5ss	329
152913373	3ss	726
152913780	5ss	691
152914687	3ss	691
152915142	5ss	1416
152915435	3ss	1416
15292438	3ss	174
15292530	5ss	177
15292623	3ss	177
152954291	5ss	12
152955830	3ss	12
152955961	5ss	23
152956759	3ss	23
152957008	5ss	18
152957430	3ss	18
152957562	5ss	12
152958496	3ss	12
152958630	5ss	21
152958718	3ss	21
152958821	5ss	13
152958917	3ss	13
152959041	5ss	13
152959360	3ss	13
152959472	5ss	12
152959585	3ss	12
152959901	5ss	10
152959988	3ss	10
152960088	5ss	11
152960174	3ss	11
152960344	5ss	13
152960529	3ss	13
152991621	5ss	25
152994687	3ss	25
152994867	5ss	34
153001566	3ss	34
153001708	5ss	33
153001799	3ss	33
153001967	5ss	19
153002611	3ss	19
153002705	5ss	31
153005546	3ss	31
153005691	5ss	33
153006028	3ss	33
153006173	5ss	29
153008441	3ss	29
153008525	5ss	43
153008675	3ss	43
153008800	5ss	27
153008943	3ss	27
153060209	5ss	722
153061118	3ss	24
153061316	5ss	11
153061889	3ss	698
153061894	3ss	11
153062007	5ss	1031
153062913	3ss	1008
153062987	5ss	972
153063180	3ss	995
153063269	5ss	1027
153063526	3ss	1027
153063591	5ss	808
153063784	3ss	808
153192234	5ss	108
153279555	5ss	10
153279601	3ss	10
153330357	5ss	214
153330745	3ss	214
153330909	5ss	472
153333120	3ss	472
153378457	3ss	108
153378540	5ss	130
153399253	3ss	130
153399333	5ss	144
153402621	5ss	49
153405535	3ss	144
153405611	5ss	100
153415254	3ss	100
153415337	5ss	114
153417397	3ss	114
153417549	5ss	139
153429577	5ss	132
153431650	3ss	139
153431758	5ss	150
153432480	3ss	132
153435402	3ss	150
153435478	5ss	187
153437470	3ss	187
153437563	5ss	141
153463853	3ss	141
153463927	5ss	92
153468009	3ss	92
153468119	5ss	116
153471365	3ss	116
153471514	5ss	189
153473605	3ss	189
153473706	5ss	215
153475360	3ss	215
153475672	5ss	61
153476023	3ss	61
153476232	5ss	129
153481850	3ss	39
153481952	3ss	129
153482076	5ss	223
153482082	5ss	53
153483039	3ss	223
153483241	5ss	170
153483286	3ss	20
153484813	3ss	170
153485047	5ss	196
153486170	3ss	196
153486238	5ss	149
153486339	3ss	149
153486419	5ss	138
153488522	3ss	138
153488651	5ss	144
153492941	3ss	144
153493104	5ss	213
153494087	3ss	213
153494188	5ss	170
153496472	3ss	170
153496570	5ss	175
153496947	3ss	33
153497305	3ss	175
153497428	5ss	121
153497612	5ss	45
153498847	3ss	55
153498958	5ss	12
153501948	3ss	121
153501994	5ss	58
153504310	3ss	58
153504976	3ss	12
153570585	5ss	11
153575538	5ss	238
153577047	3ss	238
153577100	5ss	244
153591508	3ss	244
153591640	5ss	293
153606819	5ss	312
153607926	5ss	68
153608050	3ss	68
153608154	5ss	115
153608302	3ss	115
153608379	5ss	91
153608594	3ss	91
153608727	5ss	104
153609048	3ss	312
153609113	3ss	104
153609129	5ss	291
153609162	5ss	116
153609242	3ss	116
153610771	3ss	291
153610924	5ss	358
153614719	3ss	190
153614722	3ss	168
153614905	5ss	343
153615703	3ss	316
153615840	5ss	122
153616261	3ss	293
153617540	3ss	149
153626735	5ss	300
153626838	3ss	300
153626883	5ss	7451
153627679	3ss	7451
153627737	5ss	11321
153627828	3ss	11321
153627935	5ss	10489
153628144	3ss	10489
153628282	5ss	8634
153628805	3ss	8555
153628967	5ss	6060
153629043	3ss	6129
153629058	3ss	10
153631362	5ss	100
153631614	3ss	100
153631660	5ss	87
153631924	3ss	87
153632042	5ss	128
153633676	3ss	128
153640551	5ss	19
153641544	3ss	19
153641589	5ss	18
153641819	3ss	18
153648433	5ss	15
153648551	3ss	15
153648603	5ss	13
153648997	3ss	13
153649074	5ss	29
153649242	3ss	29
153657199	5ss	120
153657394	3ss	120
153657520	5ss	260
153660176	3ss	260
153660250	5ss	273
153660612	3ss	273
153660805	5ss	364
153661277	3ss	364
153661317	5ss	304
153661981	3ss	304
153662066	5ss	317
153662554	3ss	317
153662792	5ss	484
153663485	3ss	484
153663532	5ss	503
153663620	3ss	503
153663851	5ss	376
153664028	3ss	376
153665645	5ss	92
153666869	3ss	92
153666976	5ss	123
153667111	3ss	123
153667210	5ss	132
153667352	3ss	132
153667486	5ss	151
153668288	3ss	151
153668486	5ss	177
153668722	3ss	177
153668853	5ss	158
153669443	3ss	158
153669542	5ss	141
153669970	3ss	141
153670141	5ss	136
153670458	3ss	136
153670602	5ss	118
153670721	3ss	118
153670775	5ss	156
153670867	3ss	156
153672693	5ss	96
153673981	3ss	96
153674065	5ss	161
153674160	3ss	161
153674259	5ss	173
153674376	3ss	11
153674478	5ss	40
153674763	3ss	173
153674908	5ss	202
153676832	3ss	202
153676908	5ss	239
153677038	3ss	239
153677104	5ss	244
153677241	3ss	244
153677302	5ss	198
153677501	3ss	40
153677569	3ss	198
153677639	5ss	61
153677645	5ss	198
153678029	3ss	198
153678083	5ss	166
153678231	3ss	166
153678279	5ss	171
153678377	3ss	171
153678447	5ss	233
153678557	3ss	233
153678667	5ss	200
153678772	3ss	200
153689117	5ss	11
153689439	3ss	11
153696344	5ss	11
153696425	3ss	11
153697312	5ss	10
153697399	3ss	10
153699660	5ss	10
153699831	3ss	10
153699981	5ss	10
153700933	3ss	10
153701243	5ss	20
153701260	5ss	107
153701378	5ss	48
153709132	3ss	61
153709298	5ss	63
153713127	3ss	107
153713210	5ss	200
153713761	3ss	200
153713844	5ss	199
153719433	3ss	199
153719546	5ss	179
153719755	3ss	179
153719839	5ss	157
153721165	3ss	157
153721231	5ss	169
153723571	3ss	169
153723715	5ss	156
153724755	3ss	156
153724884	5ss	139
153727118	3ss	139
153727215	5ss	153
153730048	3ss	153
153730239	5ss	143
153732002	3ss	143
153732089	5ss	170
153732787	3ss	170
153732866	5ss	192
153733303	3ss	192
153733394	5ss	117
153734046	3ss	117
153734152	5ss	195
153735204	3ss	195
153735323	5ss	215
153735709	3ss	215
153735838	5ss	215
153736308	3ss	215
153736362	5ss	182
153736594	3ss	182
153736697	5ss	139
153737166	3ss	139
153737210	5ss	159
153737420	3ss	159
153737539	5ss	155
153740150	3ss	155
153740303	5ss	127
153741369	3ss	127
153741437	5ss	136
153742245	3ss	136
153742320	5ss	159
153742674	3ss	159
153742787	5ss	186
153743161	3ss	186
153743209	5ss	211
15374348	3ss	37
153744272	3ss	211
153744439	5ss	202
153744816	3ss	202
15374483	5ss	17
153744916	5ss	176
153745115	3ss	176
153745187	5ss	156
153745401	3ss	156
153745557	5ss	149
153745669	3ss	149
153748640	5ss	11
153748994	3ss	11
153749203	5ss	27
153749538	3ss	27
153749696	5ss	19
153750237	3ss	19
153750361	5ss	21
153750637	3ss	21
153750777	3ss	68
153750831	5ss	10
153750878	5ss	55
153750939	3ss	10
153751029	5ss	13
153751163	3ss	13
153751361	5ss	30
153751590	3ss	30
153751687	5ss	16
153751819	3ss	16
153751949	5ss	21
153752302	3ss	21
153755837	3ss	63
153756022	5ss	57
153760008	3ss	57
153760191	5ss	25
153765873	3ss	25
153765990	5ss	39
153775960	5ss	18
153780203	3ss	18
153780404	5ss	54
153783664	3ss	39
153783771	5ss	23
153784380	3ss	54
153784758	3ss	55
153784866	5ss	68
153789101	3ss	23
153789322	5ss	17
153791905	3ss	48
153792000	5ss	40
153792449	3ss	17
153792565	5ss	37
153793604	3ss	60
153793716	5ss	76
153795343	3ss	37
153795492	5ss	49
153796374	3ss	49
153802115	3ss	76
153802336	5ss	72
153803875	3ss	72
153804032	5ss	61
153809285	3ss	61
153809459	5ss	77
153826365	5ss	49
153830651	3ss	49
153830773	5ss	80
153831216	3ss	77
153832962	3ss	80
153833060	5ss	117
153835460	3ss	117
153840864	5ss	27
153842199	3ss	27
153842238	5ss	21
153847363	3ss	21
153847508	5ss	17
153864707	5ss	25
153867178	3ss	17
153870721	5ss	22
153874651	3ss	25
153874712	5ss	24
153875369	3ss	24
153875471	5ss	11
153881717	3ss	11
153881996	5ss	13
153883966	3ss	13
153884036	5ss	15
153884175	3ss	15
153886127	5ss	10
153889132	3ss	10
153889249	5ss	22
153893529	3ss	22
153893693	5ss	10
153895827	3ss	10
153905474	3ss	22
153905626	5ss	12
153909078	3ss	12
153909207	5ss	24
153912433	3ss	24
153912507	5ss	14
153935658	3ss	14
153935747	5ss	10
153940660	5ss	11
153940998	3ss	11
153941115	5ss	13
153941175	5ss	24
153941406	3ss	37
153941652	5ss	41
153941810	3ss	41
153941931	5ss	47
153943645	3ss	10
153943799	5ss	18
153945220	3ss	47
153945312	5ss	50
153945448	3ss	50
153945554	5ss	39
153945671	3ss	39
153945739	5ss	19
153945856	3ss	19
153945940	5ss	22
153946096	3ss	22
153946192	5ss	45
153946348	3ss	45
153958159	3ss	18
153958368	5ss	28
153963278	5ss	9637
153963510	5ss	51
153963591	3ss	9688
153963699	5ss	17265
153964042	3ss	17265
153964152	5ss	12208
153964541	3ss	12208
153970905	3ss	28
153972613	5ss	11
153973120	3ss	11
153991256	5ss	140
153993174	3ss	140
153993241	5ss	288
153993719	3ss	288
153993805	5ss	370
153994182	3ss	370
153994273	5ss	363
153994491	3ss	363
153994675	5ss	419
153995272	3ss	419
153995336	5ss	348
153995531	3ss	348
153995657	5ss	332
153996577	3ss	332
153996707	5ss	333
153997442	3ss	333
153997585	5ss	349
153999034	3ss	349
153999154	5ss	348
154001406	3ss	348
154001524	5ss	320
154002877	3ss	320
154002980	5ss	319
154003470	3ss	319
154003548	5ss	398
154004462	3ss	398
154004599	5ss	345
154005074	3ss	345
154062597	5ss	13
15410455	3ss	17
15410596	5ss	27
154125712	5ss	42
154135753	5ss	274
154169885	3ss	287
154169946	5ss	394
154170205	3ss	394
154170270	5ss	425
154172182	3ss	425
154172356	5ss	358
154173155	3ss	358
154173283	5ss	371
154173360	3ss	371
154173461	5ss	16
154173560	5ss	184
154173660	3ss	200
154173822	5ss	481
154174735	3ss	481
154174879	5ss	332
154179151	3ss	332
154179319	5ss	504
154179433	3ss	504
154179602	5ss	355
154181567	3ss	355
154181959	5ss	348
154182850	3ss	348
154182973	5ss	614
154183100	3ss	614
154183305	5ss	631
154183761	3ss	631
154183867	5ss	556
154185441	3ss	556
154185592	5ss	457
154188019	3ss	457
154188163	5ss	428
154190807	3ss	428
154190916	5ss	419
154191073	3ss	419
154191200	5ss	493
154191487	3ss	31
154191490	3ss	11
154191671	5ss	73
154193447	3ss	493
154193451	5ss	35
154193516	5ss	22
154197045	3ss	73
154197282	5ss	57
154197560	3ss	57
154197689	5ss	436
154199758	3ss	436
154199835	5ss	342
154201091	3ss	342
154201201	5ss	596
154207067	3ss	596
154207235	5ss	400
154207268	5ss	54
154207672	3ss	454
154207767	5ss	327
154209042	3ss	327
154209087	5ss	372
154209500	3ss	372
154209612	5ss	587
154213989	3ss	587
154214041	5ss	494
154214134	3ss	57
154214176	3ss	22
154214273	5ss	24
154214285	5ss	61
154215457	3ss	61
154215637	5ss	74
154215693	3ss	496
154215778	5ss	585
154216465	3ss	74
154217188	5ss	89
154218680	3ss	585
154218851	5ss	499
154221715	3ss	499
154221913	5ss	396
154223517	3ss	396
154223794	5ss	555
154223957	3ss	555
154224129	5ss	542
154226376	3ss	542
154226565	5ss	500
154227312	3ss	500
154227366	5ss	495
154227628	3ss	495
154227802	5ss	542
154228159	3ss	542
154228231	5ss	505
154229539	3ss	505
154229734	5ss	536
154229822	3ss	536
154229910	5ss	381
154231453	3ss	381
154231506	5ss	393
15423191	5ss	68
154232424	3ss	393
154232505	5ss	519
154233368	3ss	519
154233585	5ss	492
154234068	3ss	492
154234173	5ss	417
154235579	3ss	289
154236637	3ss	89
154236740	5ss	71
154236984	3ss	71
154237151	5ss	54
154238085	5ss	10
154238199	3ss	10
154238328	5ss	124
154238376	5ss	10
154238977	3ss	128
154239044	5ss	122
15423907	3ss	68
15423984	5ss	85
154241233	3ss	93
154241236	3ss	29
154241430	5ss	93
154241838	3ss	16
154241888	5ss	13
154242676	3ss	59
154242767	3ss	134
154242955	5ss	239
154243357	3ss	31
154243800	3ss	54
154243968	5ss	54
154244752	3ss	239
154244945	5ss	244
154245230	3ss	54
154245252	5ss	447
154245300	5ss	49
154245812	3ss	408
154245956	3ss	39
154246074	5ss	649
154246250	3ss	649
154246437	5ss	531
154247426	3ss	531
154247477	5ss	613
154247630	3ss	613
154247736	5ss	832
154247869	3ss	832
154247959	5ss	663
154248092	3ss	663
154249682	3ss	49
154249822	5ss	75
154250221	3ss	244
154250382	5ss	182
154251290	3ss	182
154251434	5ss	247
154252101	3ss	247
154252211	5ss	214
154254850	3ss	214
154255346	5ss	202
154255966	3ss	75
154261678	3ss	202
154261828	5ss	235
154271281	5ss	25
154274784	3ss	235
154274859	5ss	320
154276806	3ss	25
154276863	5ss	39
154279626	3ss	39
154279774	5ss	92
154279945	3ss	320
154280076	5ss	170
154282870	3ss	170
154298178	5ss	105
154300581	3ss	105
154300618	5ss	26
154300648	5ss	142
154301652	3ss	26
154301706	5ss	53
154302872	3ss	142
154302930	5ss	146
154303291	3ss	146
154303404	5ss	339
154303524	3ss	339
154303622	5ss	245
154303920	3ss	245
154303981	5ss	203
154304082	3ss	203
154304154	5ss	205
154304430	3ss	205
154304500	5ss	194
154305094	3ss	194
154305173	5ss	193
154305445	3ss	53
154305564	5ss	36
154306583	3ss	193
154306741	5ss	176
154306891	3ss	36
154306978	5ss	51
154306979	3ss	176
154307067	5ss	228
154309824	3ss	228
154310020	5ss	246
154313330	3ss	246
154313538	5ss	282
154314956	3ss	282
154314999	5ss	243
154315272	3ss	243
154315414	3ss	92
154315437	5ss	189
154315488	5ss	92
154315589	3ss	189
154315777	5ss	313
154315929	3ss	313
154316044	5ss	266
154316369	3ss	266
154316515	5ss	13
154316533	5ss	229
154316598	3ss	13
154316619	3ss	229
154316730	5ss	247
154316871	3ss	247
154316976	5ss	255
154317117	3ss	255
154317261	5ss	267
154317447	3ss	267
154317538	3ss	51
154317626	5ss	60
154317630	5ss	174
154317798	3ss	174
154318021	5ss	210
154318276	3ss	210
154318359	5ss	229
154318371	3ss	92
154318485	5ss	56
154318707	3ss	229
154318952	5ss	266
154319059	3ss	60
154319096	3ss	266
154319114	5ss	48
154319234	5ss	194
154320698	5ss	94
154320777	3ss	94
154320825	5ss	210
154320884	3ss	194
154321014	5ss	166
154321316	3ss	166
154330123	3ss	44
154330167	5ss	36
154330381	3ss	183
154330498	5ss	340
15433550	3ss	85
154335903	3ss	48
154335931	3ss	367
154335996	5ss	395
15433634	5ss	100
154336695	3ss	395
154336772	5ss	314
154339540	3ss	314
154339609	5ss	224
154344332	3ss	48
154344463	5ss	73
154344986	3ss	73
154345029	5ss	75
154346246	3ss	224
154348274	3ss	75
154348443	5ss	43
154349498	3ss	43
1543606	5ss	18
154378190	5ss	57
154387673	5ss	41
154388363	3ss	41
154388433	5ss	44
154394997	3ss	44
154395040	5ss	48
154401672	3ss	57
154401920	5ss	54
154402959	3ss	54
154403082	5ss	73
154406995	3ss	73
154407176	5ss	95
154407466	3ss	95
154407632	5ss	54
154408445	3ss	54
154408586	5ss	70
154420601	3ss	70
154420647	5ss	90
154422387	3ss	90
154422456	5ss	60
1544247	3ss	18
154426964	3ss	60
154427057	5ss	70
154437610	3ss	70
154444852	5ss	242
15444600	3ss	100
15444704	5ss	90
154448460	3ss	242
154448584	5ss	285
154455516	3ss	285
154455582	5ss	367
154456666	3ss	367
154456764	5ss	316
1544617	5ss	54
154464510	3ss	316
154464648	5ss	434
154467053	3ss	434
15447093	3ss	90
154471225	3ss	48
154471293	5ss	33
15447242	5ss	63
154476939	3ss	33
154477062	5ss	21
154478118	3ss	21
154478234	5ss	26
154479410	3ss	26
154479520	5ss	62
154501978	3ss	62
154502055	5ss	41
154502559	3ss	41
154502712	5ss	46
154504342	3ss	46
154504400	5ss	48
154504716	3ss	48
154504824	5ss	55
154505987	3ss	44
154505990	3ss	11
154506083	5ss	52
154506610	3ss	52
154506763	5ss	56
154507361	3ss	56
154507531	5ss	58
154508894	3ss	58
154508963	5ss	65
154510042	3ss	65
154510159	5ss	50
154512205	3ss	50
154512346	5ss	64
15451318	3ss	63
154513627	3ss	64
154513736	5ss	62
15451400	5ss	66
154514951	3ss	62
154515023	5ss	54
154517410	3ss	54
154517537	5ss	42
154519742	3ss	42
154519884	5ss	40
15452237	3ss	27
154523304	3ss	40
154523490	5ss	63
154523694	3ss	63
154523879	5ss	54
15452406	5ss	45
154524455	3ss	54
154524604	5ss	58
154524954	3ss	58
154525582	5ss	52
15453039	3ss	66
15453203	5ss	111
154533404	3ss	52
