pUC57_pos	ss	pUC57_reads
133294025	3ss	300
133294150	5ss	223
133294296	3ss	223
133294384	5ss	275
133294573	3ss	145
133294576	3ss	130
133294706	5ss	335
133297264	3ss	335
133302846	3ss	521
133302849	3ss	53
133302994	5ss	1059
133305407	3ss	1059
133305566	5ss	775
133306003	3ss	139
133306006	3ss	27
133306740	3ss	504
133307197	3ss	105
133314798	3ss	226
133314894	5ss	106
133320382	5ss	40
133327611	3ss	40
133327720	5ss	164
133329692	3ss	164
133329760	5ss	177
133333788	3ss	177
133333976	5ss	161
133339498	3ss	161
133339554	5ss	169
133342112	3ss	169
133342186	5ss	174
133346221	3ss	174
133346291	5ss	198
133346872	3ss	198
133346902	5ss	204
133352258	3ss	204
133352348	5ss	133
133355103	3ss	133
133355187	5ss	199
133355772	3ss	199
133355836	5ss	186
133364720	3ss	186
133364851	5ss	150
133370254	3ss	150
133370410	5ss	276
133374892	3ss	276
133374957	5ss	257
133376363	3ss	257
133455151	5ss	124
133456900	5ss	10
133465327	5ss	3624
133467256	3ss	3552
133467428	5ss	5731
133469274	5ss	13
133469304	5ss	30
133470870	3ss	147
133470975	5ss	222
133472439	3ss	5803
133472547	5ss	4239
133473339	3ss	4239
133473515	5ss	7775
133473855	5ss	14
133474207	3ss	7775
133474339	5ss	6234
133474642	3ss	14
133474729	5ss	18
133475126	3ss	6234
133475181	5ss	6816
133475651	3ss	22
133475675	3ss	6794
133475853	5ss	4860
133476613	3ss	4860
133476790	5ss	12074
133477876	3ss	18
133477995	5ss	11
133478019	3ss	12074
133478173	5ss	11991
133478412	3ss	11
133478574	5ss	22
133478684	3ss	22
133478791	5ss	27
133479283	3ss	27
133479331	5ss	14
133479516	3ss	32
133479668	5ss	53
133481915	3ss	14
133483026	3ss	12012
133483119	5ss	8923
133483719	3ss	8923
133483751	5ss	6998
133485122	3ss	6998
133485277	5ss	5843
133485341	3ss	222
133485374	5ss	242
133486873	3ss	5843
133487008	5ss	6355
133487843	3ss	242
133487892	5ss	252
133488343	3ss	252
133488414	5ss	206
133489352	3ss	6355
133489416	5ss	8205
133489675	3ss	206
133489732	5ss	278
133490837	3ss	28
133491742	3ss	278
133491904	5ss	300
133493180	3ss	30
133493184	3ss	300
133493275	5ss	15
133493282	5ss	283
133493794	3ss	15
133494277	3ss	8177
133494461	5ss	11342
133495741	3ss	283
133495845	5ss	339
133495893	3ss	11342
133495982	5ss	30
133496082	5ss	3746
133497430	3ss	3776
133498095	3ss	339
133498197	5ss	162
133498998	3ss	162
133499098	5ss	245
133501751	3ss	245
133501892	5ss	285
133502078	3ss	106
133502297	5ss	109
133506015	3ss	285
133506175	5ss	154
1335065	5ss	13
133506944	3ss	154
133507017	5ss	191
133507329	3ss	191
133507409	5ss	265
133507497	5ss	125
133507589	3ss	265
133507665	5ss	271
133510054	3ss	213
133510125	5ss	176
133511386	3ss	234
133511513	5ss	141
133511602	3ss	125
133511785	5ss	52
133512035	3ss	52
133512136	5ss	137
133512401	3ss	141
133524846	5ss	493
133525453	3ss	493
133525547	5ss	461
133526590	3ss	461
133526667	5ss	376
133527531	3ss	137
133527664	5ss	218
133527939	3ss	218
133527982	5ss	222
133529961	3ss	376
133530043	5ss	394
133534434	3ss	394
133534570	5ss	406
133535722	3ss	406
133535776	5ss	491
133538397	3ss	491
133538664	5ss	10
133544236	3ss	10
133547518	3ss	44
133547521	3ss	178
133547687	5ss	186
133547853	3ss	186
133547996	5ss	176
133549046	3ss	176
133549150	5ss	111
133551199	3ss	111
133551332	5ss	187
1335538	3ss	13
133559231	3ss	187
133559360	5ss	80
133559691	3ss	80
133562887	5ss	17
1335683	5ss	30
133569300	5ss	215
133570879	3ss	215
133570980	5ss	282
133572969	3ss	282
133573014	5ss	228
133573549	3ss	196
133573638	5ss	203
133574716	3ss	235
133574781	5ss	307
133576254	3ss	307
133576322	5ss	287
133577521	3ss	287
133577697	5ss	181
133578440	3ss	181
133578568	5ss	296
133579081	3ss	296
133580352	3ss	109
133580488	5ss	134
133589842	5ss	22
133594368	5ss	13
133595854	3ss	17
133595951	5ss	22
1335985	3ss	30
133602336	3ss	134
133602491	5ss	98
133607389	3ss	13
133607495	5ss	27
133609211	3ss	27
133609394	5ss	74
133620495	3ss	74
133622644	3ss	98
133622822	5ss	280
133627620	5ss	33
133632420	3ss	33
133632466	5ss	27
133632638	3ss	27
133632714	5ss	30
133634060	3ss	30
133659815	5ss	10
133660052	3ss	10
133660147	5ss	10
133677573	3ss	10
133677639	5ss	13
133682096	3ss	13
133682245	3ss	280
133682386	5ss	94
133689665	3ss	94
133689843	5ss	105
133692429	3ss	105
133692588	5ss	89
133703530	3ss	22
133703579	5ss	20
133707330	5ss	44
133710074	3ss	44
133710154	5ss	65
133710912	5ss	74
133712360	3ss	65
133712385	5ss	61
133716410	3ss	61
133716499	5ss	115
133721111	5ss	14
133724016	3ss	115
133724104	5ss	204
133725916	3ss	204
133727614	3ss	14
133729451	3ss	96
133729624	5ss	82
133730188	3ss	82
133730483	5ss	135
133738150	3ss	135
133738422	5ss	77
133747516	3ss	77
133747600	5ss	112
133748059	5ss	76
133748247	3ss	112
133748424	5ss	155
133749044	3ss	89
133750255	3ss	155
133750439	5ss	73
133753535	3ss	76
133753700	5ss	131
133753802	3ss	73
133753954	5ss	106
133754086	3ss	131
133754198	5ss	91
133755455	3ss	106
133755544	5ss	131
133755887	3ss	131
133756051	5ss	126
133757472	3ss	77
133757599	3ss	14
133757649	5ss	137
133758272	5ss	43
133758532	3ss	43
133758616	5ss	31
133758799	3ss	137
133758963	5ss	145
133759356	3ss	126
133761034	3ss	145
133761295	5ss	120
133764458	3ss	31
133764658	5ss	37
133767768	3ss	20
133767892	5ss	21
133768075	3ss	37
133768201	5ss	38
133768494	3ss	38
133768589	5ss	22
133769188	3ss	120
133770014	3ss	12
133770119	5ss	37
133777694	3ss	21
133777786	5ss	33
133778730	3ss	47
133782252	3ss	33
133782318	5ss	57
133783473	3ss	57
133783615	5ss	38
133783759	3ss	38
133783902	5ss	25
133785917	3ss	25
133785996	5ss	18
133787891	5ss	28
133789704	3ss	18
133789869	5ss	17
133790042	3ss	28
133790157	5ss	78
133802601	3ss	17
133802737	5ss	25
133804170	3ss	25
133804253	5ss	18
133806656	3ss	78
133806827	5ss	83
133806979	3ss	83
133807063	5ss	105
133811018	3ss	105
133811106	5ss	65
133816064	3ss	65
133816277	5ss	81
133816857	3ss	11
133816860	3ss	70
133816985	5ss	42
133823291	3ss	42
133823373	5ss	49
133826882	3ss	49
133827134	5ss	83
133827244	3ss	18
133827333	5ss	20
133829133	3ss	83
133829321	5ss	38
133829584	3ss	38
133829790	5ss	41
133833859	3ss	20
133833917	5ss	18
133834016	3ss	18
133834176	5ss	13
133836249	3ss	41
133836305	5ss	54
133836459	3ss	13
133837509	3ss	54
133837616	5ss	53
133844315	5ss	14
133844480	3ss	53
133844644	5ss	53
133846153	3ss	14
133846253	5ss	12
133848785	3ss	53
133848966	5ss	66
133849863	3ss	12
133849957	3ss	66
133850056	5ss	53
133851632	3ss	53
133851827	5ss	36
133854760	3ss	36
133855120	5ss	54
133856401	3ss	54
133856563	5ss	60
133858026	3ss	60
133861701	5ss	20
133861976	5ss	11
133871548	3ss	31
133871605	5ss	65
133873679	3ss	65
133873773	5ss	79
13387761	5ss	10
133887742	3ss	79
133887899	5ss	90
133895520	3ss	90
133895680	5ss	97
133896436	3ss	97
133896647	5ss	51
133897890	3ss	51
133898057	5ss	67
133900184	3ss	67
133900300	5ss	56
133901806	3ss	56
133902270	5ss	43
133909335	3ss	43
133909452	5ss	47
133912458	3ss	47
133912586	5ss	12
133914184	3ss	12
133984863	5ss	136
133990005	5ss	11
133993143	3ss	11
133993305	5ss	14
133995622	3ss	14
133996809	3ss	136
133997276	5ss	220
134001136	5ss	50
134002513	3ss	220
134002686	5ss	124
134002911	3ss	50
134003106	5ss	47
134003719	3ss	47
134003870	5ss	56
134004666	3ss	56
134004864	5ss	34
134006153	3ss	34
134006223	5ss	56
134007499	3ss	124
134007576	5ss	191
134007983	3ss	56
134008046	5ss	67
134008493	3ss	67
134008596	5ss	56
134010285	3ss	56
134010305	3ss	191
134010391	5ss	59
134010465	5ss	144
134010735	3ss	144
134010907	5ss	166
134011327	3ss	59
134011393	5ss	64
134011713	3ss	166
134011815	5ss	82
134014668	3ss	64
134014794	5ss	53
134015292	3ss	82
134015418	5ss	192
134015936	3ss	53
134016097	5ss	81
134018063	3ss	192
134018172	5ss	242
134019667	3ss	81
134020141	5ss	48
134021516	3ss	48
134021691	5ss	63
134022480	3ss	242
134022592	5ss	197
134022877	3ss	63
134022971	5ss	41
134023871	3ss	197
134023989	5ss	192
134025711	3ss	41
134025797	5ss	36
134026003	3ss	36
134026152	5ss	41
134027123	3ss	41
134027281	5ss	76
134028292	3ss	192
134028347	5ss	172
134029417	3ss	172
134029623	5ss	189
134032816	3ss	189
134032936	5ss	137
134033589	3ss	137
134033747	5ss	99
1340343	3ss	13
134034770	3ss	76
134034873	5ss	99
134038378	3ss	99
134038560	5ss	112
134039257	3ss	112
134039342	5ss	129
134039448	3ss	129
134039449	3ss	99
134039531	5ss	72
134039622	5ss	143
134041017	3ss	143
134041127	5ss	183
134044403	3ss	183
134044578	5ss	143
134049442	3ss	72
134049705	5ss	72
134050714	3ss	143
134050847	3ss	72
134050851	5ss	191
134051008	5ss	51
134053698	3ss	51
134053759	3ss	191
134053797	5ss	90
134053863	5ss	196
134056688	3ss	196
134056780	5ss	180
134059257	3ss	180
134059360	5ss	75
134060670	3ss	75
134062676	3ss	90
134062751	5ss	75
134064440	3ss	75
134064518	5ss	59
134067595	3ss	59
134067679	5ss	68
134070620	3ss	68
134070681	5ss	78
134072603	3ss	78
134074402	5ss	36
134074482	5ss	63
134076753	3ss	63
134077034	3ss	36
134077104	5ss	45
134077213	5ss	68
134079677	3ss	68
134079742	5ss	70
134086449	3ss	70
134090599	3ss	45
134090755	5ss	59
134094645	5ss	116
134095239	5ss	83
134098165	3ss	59
134098317	5ss	41
134099594	3ss	116
134099782	5ss	153
134102607	3ss	153
134102750	5ss	191
134103547	3ss	41
134103718	5ss	51
134104791	3ss	83
134104947	5ss	108
134106017	3ss	51
134106156	5ss	42
134106593	3ss	191
134106689	5ss	193
134107671	3ss	42
134107695	5ss	57
134108841	3ss	57
134109386	3ss	193
134109551	5ss	196
134109885	3ss	108
134110049	5ss	102
134113013	3ss	102
134113188	5ss	130
134113264	3ss	196
134113415	5ss	120
134114832	3ss	130
134114974	5ss	49
134115338	3ss	49
134116823	3ss	120
134116936	5ss	158
134117611	3ss	158
134117776	5ss	234
134118635	3ss	234
134118755	5ss	173
134120056	3ss	173
134120231	5ss	212
134121155	3ss	212
134121276	5ss	152
134123603	5ss	35
134124203	3ss	152
134124281	5ss	136
134126160	3ss	136
134126242	5ss	152
134126442	3ss	35
134126542	5ss	48
134126982	3ss	48
134127151	5ss	43
134128409	3ss	43
134128518	5ss	51
134128902	3ss	51
134128978	5ss	30
134129502	3ss	30
134129639	5ss	48
134130540	3ss	152
134130704	5ss	106
134130938	3ss	48
134131073	5ss	52
134131169	3ss	52
134131266	5ss	37
134131632	3ss	37
134131678	3ss	106
134131784	5ss	33
134131840	5ss	178
134132414	3ss	33
134132516	5ss	30
134134802	3ss	30
134143438	3ss	178
134143631	5ss	147
134146911	3ss	147
134147048	5ss	216
134147386	3ss	216
134147535	5ss	140
134152120	3ss	140
134152293	5ss	32
134153186	3ss	32
134153404	5ss	136
134154550	3ss	136
134154694	5ss	197
134161860	5ss	17
134162637	3ss	197
134162710	5ss	152
134164349	3ss	152
134165111	3ss	17
134175079	5ss	11
134178928	3ss	11
134181902	5ss	99
134190588	3ss	99
1341977	5ss	30
134210220	5ss	81
134210855	5ss	29
134212729	5ss	11
134214206	5ss	18
134215395	3ss	11
134215562	5ss	29
134216660	3ss	29
134216776	5ss	11
134217756	3ss	11
134218130	3ss	29
134219793	5ss	10
134221524	5ss	13
134221803	3ss	13
134221909	5ss	15
134222332	3ss	15
134222413	5ss	11
134222946	3ss	11
134223385	3ss	81
134223872	5ss	79
134225951	3ss	18
134226128	5ss	52
134229182	3ss	79
134229345	5ss	68
134230565	3ss	10
134231984	3ss	68
134232114	5ss	95
134235179	3ss	95
134240913	5ss	13
134246025	3ss	13
134246156	5ss	18
134250687	3ss	52
134250782	5ss	42
134251620	3ss	42
134251742	5ss	37
134255997	3ss	37
134256110	5ss	52
134264428	3ss	52
134264661	5ss	48
134264991	3ss	48
134265130	5ss	20
134266314	5ss	11
134267904	3ss	31
134268018	5ss	51
134268905	3ss	51
134269102	5ss	26
134269650	5ss	47
134270768	3ss	26
134270854	5ss	13
134274563	5ss	117
134280219	3ss	13
134294730	3ss	18
134294810	5ss	17
134296276	3ss	17
134301220	3ss	117
134301398	5ss	123
134303706	3ss	123
134303788	5ss	113
134303955	3ss	113
134304018	5ss	106
134305477	3ss	47
134305514	3ss	106
134305617	5ss	130
134305646	5ss	143
134305715	3ss	130
134305809	5ss	160
134308004	3ss	143
134308099	3ss	160
134308181	5ss	196
134312007	3ss	196
134312109	5ss	109
134314376	3ss	109
134314448	5ss	128
134319572	3ss	128
134319715	5ss	152
134321788	3ss	139
134322029	5ss	141
134322472	3ss	154
134322593	5ss	186
134323049	3ss	186
134323191	5ss	177
134330463	3ss	177
134330553	5ss	218
1343312	3ss	30
134331689	5ss	14
134334551	3ss	206
134334557	3ss	12
134334743	5ss	118
134340150	3ss	118
134340465	5ss	252
134342950	3ss	252
134343140	5ss	187
134346175	3ss	187
134346199	3ss	14
134346370	5ss	207
134346860	5ss	32
134348895	3ss	207
134349111	5ss	64
134349841	3ss	64
134351675	5ss	56
134351922	5ss	58
134353131	3ss	58
134353336	5ss	81
134353861	3ss	81
134354006	5ss	85
134354639	3ss	85
134354780	5ss	110
134357113	3ss	110
134357195	5ss	89
134357758	3ss	53
134357761	3ss	36
134357949	5ss	111
134358097	3ss	111
134358294	5ss	81
134358746	3ss	81
134358832	5ss	154
134360073	3ss	154
134360177	5ss	71
134360335	3ss	71
134360527	5ss	123
134361472	3ss	123
134361569	5ss	122
134362554	3ss	122
134362681	5ss	121
134363243	3ss	121
134363483	5ss	116
134363605	3ss	32
1343642	5ss	25
134366812	3ss	116
134366967	5ss	136
134367556	3ss	136
134367647	5ss	116
134369792	3ss	52
134369873	5ss	54
134371127	3ss	118
134378460	5ss	35
134379576	3ss	19
134379727	5ss	51
134381501	3ss	67
134381607	5ss	76
134381790	3ss	76
134381840	5ss	37
13438243	3ss	10
134382755	3ss	37
134382901	5ss	22
134384298	3ss	22
134384409	5ss	25
134385130	3ss	25
134385195	5ss	39
134385290	3ss	39
134385383	5ss	47
134385647	3ss	47
134385802	5ss	45
134386724	3ss	45
134386854	5ss	61
134387428	3ss	61
134387523	5ss	49
134388626	3ss	49
134388718	5ss	65
134390813	3ss	65
134390909	5ss	49
134393832	3ss	49
134393924	5ss	78
134394224	3ss	78
134394344	5ss	62
134394776	3ss	62
134394873	5ss	67
134395467	3ss	67
134395580	5ss	51
134396733	3ss	51
134396859	5ss	49
134397434	3ss	49
134397611	5ss	53
134398319	3ss	53
134421419	3ss	56
134421460	5ss	93
134459372	3ss	93
134459472	5ss	151
134463922	3ss	151
134464009	5ss	148
134493930	5ss	16
134494118	3ss	16
134503896	3ss	148
134503959	5ss	136
134511320	3ss	136
134511423	5ss	104
134521817	3ss	104
134521869	5ss	87
134523841	3ss	87
134523960	5ss	92
1345292	3ss	27
134540325	3ss	92
134540409	5ss	133
1345503	3ss	25
1345623	5ss	24
134563021	3ss	133
134563116	5ss	175
134563275	3ss	175
134563349	5ss	228
134576424	5ss	498
134579277	3ss	228
134579350	5ss	262
134591175	3ss	262
134591286	5ss	154
1345935	3ss	29
134594353	3ss	154
134594421	5ss	138
134595365	3ss	138
134595452	5ss	131
134595541	3ss	131
1346070	5ss	30
134613505	3ss	498
134613651	5ss	549
134617739	3ss	549
134618141	5ss	978
134620439	3ss	182
134620516	5ss	186
134625843	3ss	982
134625988	5ss	996
134632259	3ss	996
134632520	5ss	866
134635125	3ss	866
134635265	5ss	1072
134642820	3ss	1072
134642863	5ss	738
134642960	3ss	687
134642963	3ss	51
134643041	5ss	679
134644725	3ss	679
134644862	5ss	528
134645284	3ss	528
134645379	5ss	1020
134650057	3ss	1020
134650137	5ss	923
134653091	3ss	875
134653305	3ss	48
134671452	5ss	15
134672640	3ss	15
134672747	5ss	43
134674001	3ss	43
134674061	5ss	57
134678244	3ss	57
134678429	5ss	14
134679962	3ss	14
1346818	3ss	24
1347201	5ss	14
134833022	5ss	51
134849170	3ss	51
1348523	3ss	14
1348635	5ss	14
1348905	3ss	14
1349033	5ss	13
135007716	5ss	10
135010666	3ss	10
135010789	5ss	46
135011833	3ss	36
135011836	3ss	10
135012215	5ss	78
135027957	3ss	78
135028121	5ss	93
135067986	5ss	14
135075100	3ss	93
135075176	5ss	92
135076221	3ss	92
135076310	5ss	61
135076945	3ss	14
135077144	5ss	25
135080267	3ss	25
135080344	5ss	39
135080641	3ss	39
135080717	5ss	29
135081015	3ss	29
135081127	5ss	27
135084267	3ss	27
135084372	5ss	34
135092601	3ss	34
135092742	5ss	41
135093788	3ss	61
135093859	5ss	57
135095108	3ss	41
135095213	5ss	12
135095508	3ss	12
135095830	3ss	57
135095991	5ss	88
135098917	5ss	33
135099161	3ss	88
135099330	5ss	105
135102501	3ss	105
135102635	5ss	158
135104745	3ss	33
135104856	5ss	54
135106489	3ss	54
135106642	5ss	17
135107376	3ss	158
135107509	5ss	124
135112291	3ss	17
135112321	5ss	35
135115573	3ss	35
135115652	5ss	47
135119846	3ss	124
135119979	5ss	94
135122235	3ss	47
135122340	5ss	61
135122600	5ss	87
135122894	3ss	87
135122967	5ss	104
135123280	3ss	104
135123481	5ss	190
135123668	3ss	190
135123792	5ss	267
135125220	3ss	267
135125345	5ss	148
135126292	3ss	148
135126611	3ss	61
135160559	3ss	94
135160708	5ss	124
135160929	5ss	14
135163599	3ss	14
135163665	5ss	34
135164885	3ss	34
135164937	5ss	43
135165511	3ss	43
135165644	5ss	62
135165751	3ss	62
135170215	5ss	10
135170440	3ss	134
135170586	5ss	227
135180374	3ss	227
135180490	5ss	281
135185936	3ss	281
135186010	5ss	210
135199329	3ss	210
135199486	5ss	172
135206220	3ss	172
135207836	5ss	45
135209217	3ss	45
135209281	5ss	144
135209667	3ss	144
135209771	5ss	151
135211939	3ss	151
135212019	5ss	179
135212674	3ss	179
135212730	5ss	162
135213033	3ss	162
135213123	5ss	128
135215033	3ss	128
135215094	5ss	110
135215653	3ss	110
135215749	5ss	124
135216196	3ss	124
135216277	5ss	39
13521849	5ss	25
13522746	3ss	25
13522894	5ss	56
135232984	3ss	39
135233096	5ss	37
135233530	3ss	37
135242720	5ss	202
13524964	3ss	56
13525064	5ss	14
135255853	3ss	202
135255995	5ss	665
135258402	3ss	665
135258573	5ss	486
135261018	3ss	486
135261162	5ss	389
135261717	3ss	389
135261876	5ss	268
135262544	3ss	268
135262772	5ss	271
135263499	3ss	271
135263663	5ss	156
135269580	3ss	156
135269755	5ss	415
135271128	5ss	12
135272283	3ss	12
135272323	3ss	415
135272439	5ss	429
135272603	3ss	429
135272740	5ss	240
135276198	3ss	240
135276348	5ss	303
135277735	3ss	303
135277940	5ss	385
135279295	3ss	385
135279477	5ss	481
135282116	3ss	481
135282166	5ss	446
135282746	3ss	446
135282955	5ss	235
135285618	3ss	235
135285717	5ss	290
135286118	3ss	290
135286255	5ss	194
135287553	3ss	194
135287742	5ss	185
135289088	3ss	185
135289208	5ss	320
135290893	3ss	320
135290974	5ss	301
135291499	3ss	301
135291663	5ss	270
135291995	3ss	270
135292119	5ss	205
135298907	3ss	205
135299021	5ss	272
135300664	3ss	272
135300813	5ss	429
135301403	3ss	429
135301474	5ss	632
135301838	3ss	632
135301995	5ss	359
135302350	3ss	359
135302430	5ss	340
135303160	3ss	340
135303351	5ss	402
135304171	3ss	402
135304438	5ss	507
135304538	3ss	507
135304636	5ss	731
135307525	3ss	731
135307673	5ss	412
135309912	3ss	412
135310103	5ss	396
135310988	3ss	396
135311109	5ss	425
135312721	3ss	425
135312859	5ss	192
135315092	3ss	192
135315218	5ss	533
135320329	3ss	533
135320405	5ss	607
135322679	3ss	607
135322807	5ss	302
135323305	3ss	302
135323431	5ss	304
135327940	3ss	304
135328106	5ss	381
135329643	3ss	381
135329766	5ss	513
135330216	3ss	513
135330344	5ss	390
135330906	3ss	390
135330979	5ss	282
135333152	3ss	282
135347342	5ss	224
135357501	3ss	224
135357554	5ss	379
135358839	3ss	379
135364878	5ss	338
135369452	3ss	338
135369550	5ss	595
135379747	3ss	595
135379811	5ss	829
135382024	3ss	829
135382184	5ss	866
1353822	5ss	17
135382540	3ss	866
135382704	5ss	1036
135382963	3ss	1036
135383109	5ss	680
13538352	5ss	39
135385128	3ss	680
135385269	5ss	1102
135388596	3ss	1102
135388808	5ss	857
135389632	3ss	857
135389769	5ss	1384
135390364	3ss	14
135390405	3ss	1370
135390550	5ss	715
135391369	3ss	715
135391505	5ss	691
135392354	3ss	691
135392484	5ss	684
135394779	3ss	684
135394903	5ss	572
135396523	3ss	572
135396625	5ss	747
135397189	3ss	747
135397268	5ss	941
135398352	3ss	941
135398376	5ss	968
135398875	3ss	968
135400	3ss	130
13540013	3ss	39
13540055	5ss	35
13542213	3ss	35
13542289	5ss	42
13542459	5ss	47
13542933	3ss	47
13543069	5ss	29
13543314	3ss	29
13543371	3ss	56
13543433	5ss	92
13544384	3ss	92
13544480	5ss	105
13545594	3ss	105
13545772	5ss	95
13545968	3ss	95
135468651	5ss	84
135483521	3ss	74
135483595	5ss	150
135488364	3ss	12
135488447	5ss	19
135489281	3ss	167
135489852	5ss	453
135496545	3ss	453
135496796	5ss	249
135498961	3ss	249
135499080	5ss	99
135508123	3ss	99
135508344	5ss	230
135510065	3ss	230
135510321	5ss	178
1355128	3ss	17
135513026	3ss	178
135517140	5ss	11
135520046	3ss	11
135520188	5ss	17
135521223	3ss	17
1355342	5ss	12
135546342	5ss	103
135553364	3ss	103
135555190	5ss	99
135558950	3ss	99
135559080	5ss	138
135562626	3ss	138
135562714	5ss	95
135564268	3ss	95
135579598	5ss	43
135579783	3ss	28
135579835	3ss	15
135580029	5ss	164
135581757	3ss	164
135581937	5ss	131
135582317	3ss	131
135582364	5ss	129
135582823	3ss	129
135582977	5ss	225
135584937	3ss	225
135585100	5ss	123
135586523	3ss	123
135586622	5ss	51
135591250	3ss	51
135591339	5ss	97
135592241	3ss	97
135592378	5ss	141
135592967	3ss	141
135602041	5ss	26
135602803	3ss	26
135602847	5ss	35
135616831	3ss	35
135616927	5ss	17
135620965	3ss	17
135628630	5ss	14
135630039	3ss	14
135630211	5ss	21
1356448	5ss	48
135655911	3ss	21
135656009	5ss	17
135659368	3ss	17
135676582	5ss	79
135677380	3ss	79
135677461	5ss	66
135694411	3ss	66
135694539	5ss	117
135696572	3ss	117
135696632	5ss	90
135700182	3ss	90
135700244	5ss	78
1357008	3ss	48
135703671	3ss	78
135703716	5ss	55
135704035	5ss	10
135705306	3ss	65
135705469	5ss	95
1357093	5ss	49
135710211	3ss	95
135710281	5ss	86
135710800	3ss	86
135711949	5ss	35
135712051	3ss	35
1357442	3ss	12
13579841	5ss	83
135802574	5ss	35
135809895	5ss	102
135810000	3ss	102
135810055	5ss	192
135815581	3ss	192
135815656	5ss	213
1358393	3ss	49
135840289	3ss	24
135840382	5ss	11
13584308	3ss	83
135844345	3ss	11
13584457	5ss	26
1358463	5ss	67
135848568	3ss	213
