A2_pos	ss	A2_reads
134152293	5ss	45
134153186	3ss	45
134153404	5ss	130
134154550	3ss	130
134154694	5ss	213
134161860	5ss	21
134162467	3ss	10
134162637	3ss	213
134162710	5ss	160
134164349	3ss	160
134165111	3ss	11
134165835	5ss	10
134175079	5ss	15
134178928	3ss	15
134181902	5ss	81
134183310	3ss	10
134190588	3ss	81
1341977	5ss	17
134210220	5ss	61
134210855	5ss	14
134212729	5ss	18
134215395	3ss	18
134215562	5ss	14
134216660	3ss	14
134216776	5ss	24
134217756	3ss	24
134217833	5ss	24
134218130	3ss	14
134219793	5ss	21
134221402	3ss	24
134221524	5ss	12
134221803	3ss	12
134221909	5ss	27
134222332	3ss	27
134222413	5ss	26
134222946	3ss	26
134223385	3ss	61
134223872	5ss	70
134226128	5ss	37
134229182	3ss	70
134229345	5ss	51
134230565	3ss	21
134231984	3ss	51
134232114	5ss	95
134235179	3ss	95
134246156	5ss	11
134250687	3ss	37
134250782	5ss	49
134251620	3ss	49
134251742	5ss	32
134255997	3ss	32
134256110	5ss	52
134264428	3ss	52
134264661	5ss	40
134264991	3ss	40
134265130	5ss	38
134266314	5ss	14
134267904	3ss	52
134268018	5ss	54
134268905	3ss	54
134269102	5ss	17
134269650	5ss	61
134270768	3ss	17
134270854	5ss	13
134274563	5ss	120
134280219	3ss	13
134294730	3ss	11
134294810	5ss	11
134296276	3ss	11
134301220	3ss	120
134301398	5ss	81
134303706	3ss	81
134303788	5ss	80
134303955	3ss	80
134304018	5ss	95
134305477	3ss	61
134305514	3ss	95
134305617	5ss	113
134305646	5ss	150
134305715	3ss	113
134305809	5ss	160
134308004	3ss	150
134308099	3ss	160
134308181	5ss	151
134312007	3ss	151
134312109	5ss	101
134314376	3ss	101
134314448	5ss	124
134319572	3ss	124
134319715	5ss	173
134321788	3ss	173
134322029	5ss	126
134322472	3ss	126
134322593	5ss	172
134323049	3ss	172
134323191	5ss	199
134330463	3ss	199
134330553	5ss	213
1343312	3ss	17
134331689	5ss	11
134334551	3ss	198
134334557	3ss	15
134334743	5ss	99
134340150	3ss	99
134340465	5ss	315
134342950	3ss	315
134343140	5ss	172
134346175	3ss	172
134346199	3ss	11
134346370	5ss	231
134346860	5ss	14
134348895	3ss	231
134349111	5ss	88
134349841	3ss	78
134351675	5ss	44
134351922	5ss	56
134353131	3ss	66
134353336	5ss	99
134353861	3ss	99
134354006	5ss	104
134354639	3ss	104
134354780	5ss	92
134357113	3ss	92
134357195	5ss	98
134357758	3ss	47
134357761	3ss	51
134357949	5ss	147
134358097	3ss	147
134358294	5ss	74
134358746	3ss	74
134358832	5ss	140
134360073	3ss	140
134360177	5ss	88
134360335	3ss	88
134360527	5ss	139
134361472	3ss	139
134361569	5ss	107
134362554	3ss	107
134362681	5ss	128
134363243	3ss	128
134363483	5ss	95
134363605	3ss	14
1343642	5ss	37
134366812	3ss	95
134366967	5ss	159
134367556	3ss	159
134367647	5ss	112
134369792	3ss	72
134369873	5ss	73
134371127	3ss	113
134378460	5ss	32
134379576	3ss	32
134379727	5ss	45
134381501	3ss	45
134381607	5ss	35
134381790	3ss	35
134381840	5ss	27
134382755	3ss	27
134382901	5ss	32
13438383	5ss	19
134384298	3ss	32
134384409	5ss	27
134385130	3ss	27
134385195	5ss	21
134385290	3ss	21
134385383	5ss	21
134385647	3ss	21
134385802	5ss	46
134386724	3ss	46
134386854	5ss	61
134387428	3ss	61
134387523	5ss	54
134388626	3ss	54
134388718	5ss	57
134390813	3ss	57
134390909	5ss	57
134393832	3ss	57
134393924	5ss	72
134394224	3ss	72
134394344	5ss	61
134394776	3ss	61
134394873	5ss	48
134395467	3ss	48
134395580	5ss	54
134396733	3ss	54
134396859	5ss	56
134397434	3ss	56
134397611	5ss	57
134398319	3ss	57
134421419	3ss	44
134421460	5ss	64
134459372	3ss	64
134459472	5ss	112
134463922	3ss	112
134464009	5ss	125
134481397	5ss	11
134483035	3ss	11
134503896	3ss	125
134503959	5ss	118
134511320	3ss	118
134511423	5ss	104
134521817	3ss	104
134521869	5ss	85
134523841	3ss	85
134523960	5ss	83
1345292	3ss	18
134540325	3ss	83
134540409	5ss	100
1345503	3ss	37
1345623	5ss	23
134563021	3ss	100
134563116	5ss	124
134563275	3ss	124
134563349	5ss	160
134576424	5ss	552
134579277	3ss	160
134579350	5ss	191
134591175	3ss	191
134591286	5ss	107
1345935	3ss	22
134594353	3ss	107
134594421	5ss	91
134595365	3ss	91
134595452	5ss	137
134595541	3ss	137
1346070	5ss	15
134613505	3ss	552
134613651	5ss	514
134617739	3ss	514
134618141	5ss	930
134620439	3ss	182
134620516	5ss	165
134625843	3ss	913
134625988	5ss	877
134632259	3ss	877
134632520	5ss	1116
134635125	3ss	1116
134635265	5ss	1002
134642820	3ss	1002
134642863	5ss	680
134642960	3ss	648
134642963	3ss	32
134643041	5ss	603
134644725	3ss	603
134644862	5ss	490
134645284	3ss	490
134645379	5ss	993
134650057	3ss	993
134650137	5ss	866
134653091	3ss	832
134653305	3ss	34
134671452	5ss	12
134672640	3ss	12
134672747	5ss	34
134674001	3ss	34
134674061	5ss	40
134678244	3ss	40
134678429	5ss	21
134679962	3ss	10
1346818	3ss	23
134694793	3ss	11
1347201	5ss	31
134761220	5ss	11
134764955	3ss	11
134833022	5ss	20
134849170	3ss	20
1348523	3ss	31
1348635	5ss	12
1348905	3ss	12
1349033	5ss	25
135010789	5ss	31
135011833	3ss	31
135012215	5ss	75
135027957	3ss	75
135028121	5ss	57
135067986	5ss	17
135075100	3ss	57
135075176	5ss	52
135076221	3ss	52
135076310	5ss	40
135076945	3ss	17
135077144	5ss	16
135080267	3ss	16
135080344	5ss	24
135080641	3ss	24
135080717	5ss	27
135081015	3ss	27
135084372	5ss	23
135092601	3ss	23
135092742	5ss	39
135093788	3ss	40
135093859	5ss	55
135095108	3ss	39
135095213	5ss	11
135095508	3ss	11
135095830	3ss	55
135095991	5ss	95
135098917	5ss	28
135099161	3ss	95
135099330	5ss	79
135102501	3ss	79
135102635	5ss	127
135104745	3ss	28
135104856	5ss	23
135106489	3ss	23
135106642	5ss	25
135107376	3ss	127
135107509	5ss	97
135112291	3ss	25
135112321	5ss	33
135115573	3ss	33
135115652	5ss	33
135119846	3ss	97
135119979	5ss	68
135122235	3ss	33
135122340	5ss	69
135122600	5ss	81
135122894	3ss	81
135122967	5ss	76
135123280	3ss	76
135123481	5ss	144
135123668	3ss	144
135123792	5ss	223
135125220	3ss	223
135125345	5ss	124
135126292	3ss	124
135126611	3ss	69
135160559	3ss	68
135160708	5ss	116
135160929	5ss	21
135163599	3ss	21
135163665	5ss	29
135164885	3ss	29
135164937	5ss	46
135165511	3ss	46
135165644	5ss	44
135165751	3ss	44
135170083	5ss	10
135170215	5ss	19
135170440	3ss	145
135170586	5ss	192
135180374	3ss	192
135180490	5ss	230
135185936	3ss	230
135186010	5ss	167
135199329	3ss	167
135199486	5ss	188
135206220	3ss	188
135207836	5ss	51
135209217	3ss	51
135209281	5ss	130
135209667	3ss	130
135209771	5ss	148
135211939	3ss	148
135212019	5ss	166
135212674	3ss	166
135212730	5ss	122
135213033	3ss	122
135213123	5ss	121
135215033	3ss	121
135215094	5ss	117
135215653	3ss	117
135215749	5ss	131
135216196	3ss	131
135216277	5ss	39
13521849	5ss	12
13522746	3ss	12
13522894	5ss	43
135232984	3ss	39
135233096	5ss	30
135233530	3ss	30
135242720	5ss	138
13524964	3ss	43
13525064	5ss	21
135255853	3ss	138
135255995	5ss	557
135258402	3ss	557
135258573	5ss	462
135261018	3ss	462
135261162	5ss	360
135261717	3ss	360
135261876	5ss	213
135262544	3ss	213
135262772	5ss	247
135263499	3ss	247
135263663	5ss	227
135269580	3ss	227
135269755	5ss	357
135271128	5ss	11
135272283	3ss	11
135272323	3ss	357
135272439	5ss	354
135272603	3ss	354
135272649	5ss	10
135272740	5ss	154
135273114	3ss	10
135276198	3ss	154
135276348	5ss	224
135277735	3ss	224
135277940	5ss	384
135279295	3ss	384
135279477	5ss	399
135282116	3ss	399
135282166	5ss	358
135282746	3ss	358
135282955	5ss	172
135285618	3ss	172
135285717	5ss	224
135286118	3ss	224
135286255	5ss	146
135287553	3ss	146
135287742	5ss	145
135289088	3ss	145
135289208	5ss	280
135290893	3ss	280
135290974	5ss	216
135291499	3ss	216
135291663	5ss	221
135291995	3ss	221
135292119	5ss	147
135298907	3ss	147
135299021	5ss	206
135300664	3ss	206
135300813	5ss	423
135301403	3ss	423
135301474	5ss	642
135301838	3ss	642
135301995	5ss	264
135302350	3ss	264
135302430	5ss	236
135303160	3ss	236
135303351	5ss	297
135304171	3ss	297
135304438	5ss	411
135304538	3ss	411
135304636	5ss	591
135307525	3ss	591
135307673	5ss	434
135309912	3ss	434
135310103	5ss	346
135310988	3ss	346
135311109	5ss	413
135312721	3ss	413
135312859	5ss	151
135315092	3ss	151
135315218	5ss	370
135320329	3ss	370
135320405	5ss	476
135322679	3ss	476
135322807	5ss	236
135323305	3ss	236
135323431	5ss	235
135327940	3ss	235
135328106	5ss	345
135329643	3ss	345
135329766	5ss	440
135330216	3ss	440
135330344	5ss	277
135330906	3ss	277
135330979	5ss	217
135333152	3ss	217
135347342	5ss	218
135357501	3ss	218
135357554	5ss	324
135358839	3ss	324
135364878	5ss	276
135369452	3ss	276
135369550	5ss	548
135379747	3ss	548
135379811	5ss	770
135382024	3ss	770
135382184	5ss	958
1353822	5ss	15
13538236	3ss	10
135382540	3ss	958
135382704	5ss	980
135382963	3ss	980
135383109	5ss	671
13538352	5ss	30
135385128	3ss	671
135385269	5ss	1081
135388596	3ss	1081
135388808	5ss	791
135389632	3ss	791
135389769	5ss	1275
135390364	3ss	21
135390405	3ss	1254
135390550	5ss	605
135391369	3ss	605
135391505	5ss	865
135392354	3ss	865
135392484	5ss	671
135394779	3ss	671
135394903	5ss	523
135396523	3ss	523
135396625	5ss	703
135397189	3ss	703
135397268	5ss	900
135398352	3ss	900
135398376	5ss	922
135398875	3ss	922
135400	3ss	91
13540013	3ss	30
13540055	5ss	20
13542213	3ss	20
13542289	5ss	37
13542459	5ss	31
13542933	3ss	31
13543069	5ss	44
13543314	3ss	44
13543371	3ss	48
13543433	5ss	93
13544384	3ss	93
13544480	5ss	92
13545594	3ss	92
13545772	5ss	80
13545968	3ss	80
135468651	5ss	57
135483521	3ss	57
135483595	5ss	105
135488447	5ss	15
135489281	3ss	120
135489852	5ss	412
135496545	3ss	412
135496796	5ss	174
135498961	3ss	174
135499080	5ss	66
135508123	3ss	66
135508344	5ss	221
135510065	3ss	221
135510321	5ss	158
135511021	5ss	10
135511265	3ss	10
1355128	3ss	15
135513026	3ss	158
135515346	5ss	14
135515696	3ss	14
135520188	5ss	14
135521223	3ss	14
1355342	5ss	17
135546342	5ss	124
135553364	3ss	124
135555190	5ss	87
135558950	3ss	87
135559080	5ss	98
135562626	3ss	98
135562714	5ss	79
135564268	3ss	79
135579598	5ss	13
135579783	3ss	13
135580029	5ss	135
135581757	3ss	135
135581937	5ss	114
135582317	3ss	114
135582364	5ss	107
135582823	3ss	107
135582977	5ss	177
135584937	3ss	177
135585100	5ss	85
135586523	3ss	85
135586622	5ss	46
135591250	3ss	46
135591339	5ss	60
135592241	3ss	60
135592378	5ss	142
135592967	3ss	142
135602041	5ss	12
135602803	3ss	12
135602847	5ss	14
135616831	3ss	14
135616927	5ss	12
135620965	3ss	12
135628630	5ss	18
135630039	3ss	18
1356448	5ss	29
135656009	5ss	13
135659368	3ss	13
135676582	5ss	67
135677380	3ss	67
135677461	5ss	51
135694411	3ss	51
135694539	5ss	78
135696572	3ss	78
135696632	5ss	87
135700182	3ss	87
135700244	5ss	67
1357008	3ss	29
135703671	3ss	67
135703716	5ss	12
135705306	3ss	12
135705469	5ss	72
1357093	5ss	53
135710211	3ss	72
135710281	5ss	51
135710800	3ss	51
135711949	5ss	35
135712051	3ss	35
1357442	3ss	17
13574856	5ss	14
13579683	3ss	14
13579841	5ss	56
135802574	5ss	42
135809895	5ss	55
135810000	3ss	55
135810055	5ss	120
135815581	3ss	120
135815656	5ss	121
1358393	3ss	53
135840289	3ss	42
135840382	5ss	18
13584308	3ss	56
135844345	3ss	18
13584457	5ss	16
1358463	5ss	75
135848568	3ss	121
135848700	5ss	113
135851185	3ss	113
135851263	5ss	111
1358587	3ss	19
135870721	3ss	111
135870840	5ss	107
135872786	3ss	107
135872951	5ss	170
135878389	3ss	170
135878488	5ss	155
135881735	3ss	155
135881816	5ss	127
135883751	3ss	127
135883819	5ss	103
135884153	3ss	103
135884226	5ss	149
13588563	3ss	16
13588696	5ss	32
135887565	3ss	149
135887657	5ss	143
135888122	3ss	143
135888291	5ss	58
135890465	3ss	58
135890554	5ss	141
135891431	3ss	141
135891603	5ss	341
135892835	3ss	341
135892889	5ss	369
135893134	3ss	369
135893502	5ss	139
135906551	5ss	115
135907939	3ss	139
135908076	5ss	154
135911219	3ss	154
135911446	5ss	105
135917474	3ss	115
135917693	5ss	92
13591901	3ss	32
135919115	3ss	92
135919313	5ss	329
135920125	3ss	105
135920221	5ss	138
135920318	3ss	138
135920421	5ss	234
135920556	3ss	234
135920671	5ss	387
13592126	5ss	22
135922164	3ss	387
135922266	5ss	265
135926115	3ss	265
135926170	3ss	329
135926365	5ss	192
135927447	3ss	192
135927551	5ss	299
135929215	3ss	299
135929329	5ss	460
135929795	3ss	460
135929875	5ss	144
135930099	3ss	144
135930196	5ss	189
135930331	3ss	26
135931399	3ss	163
135931481	5ss	312
135932153	3ss	312
135932295	5ss	204
135933201	3ss	204
13595709	3ss	22
13595796	5ss	35
135969400	5ss	150
13597195	3ss	35
135974698	3ss	150
135974817	5ss	167
135975397	3ss	167
135975465	5ss	279
1359774	5ss	352
135979321	3ss	279
135979377	5ss	341
135980794	3ss	341
135980907	5ss	160
13599387	5ss	22
136002679	3ss	160
136002789	5ss	180
13601066	3ss	22
1360108	3ss	25
13601181	5ss	16
136012598	3ss	180
136012706	5ss	197
1360135	3ss	56
136016794	3ss	197
136016914	5ss	141
136019872	3ss	141
136019953	5ss	191
1360219	5ss	27
136035783	3ss	191
136035906	5ss	125
136045645	3ss	125
136045752	5ss	103
136045997	3ss	103
136046097	5ss	90
136046476	3ss	90
136046574	5ss	95
136047600	3ss	95
136047699	5ss	134
136048747	3ss	134
1361031	5ss	53
13612022	3ss	16
13615856	5ss	113
13615944	3ss	113
13616004	5ss	239
13616695	3ss	239
13616753	5ss	381
13618002	3ss	381
13618033	5ss	492
13618290	3ss	492
13618371	5ss	435
13620440	3ss	435
13620561	5ss	354
13620640	3ss	354
13620717	5ss	235
13620986	3ss	235
13621088	5ss	11
13621116	3ss	19
13621270	5ss	21
136215101	5ss	914
136215243	5ss	29
136215428	5ss	11
136215777	3ss	954
136215897	5ss	8219
136216406	3ss	8219
136216555	5ss	9356
136216767	3ss	9356
136216907	5ss	5950
136217095	3ss	5950
136217174	5ss	8904
136217452	3ss	8904
136217574	5ss	12
136217582	5ss	10743
136217857	3ss	10755
136217926	5ss	5056
136218117	3ss	5056
136223546	5ss	71
136223790	3ss	71
136223944	5ss	105
136224587	3ss	105
136224690	5ss	99
1362249	3ss	53
136226826	3ss	99
136227005	5ss	207
136227141	3ss	207
136227310	5ss	156
136227932	3ss	156
1362348	3ss	20
1362350	5ss	44
1362604	5ss	38
136289203	5ss	30
13629152	5ss	123
136325309	5ss	88
13632625	3ss	11
136328529	3ss	10
136328605	3ss	78
136328677	5ss	103
136330444	3ss	62
136330569	5ss	97
136333043	3ss	138
136333150	5ss	105
136333685	3ss	105
136360070	3ss	30
136360278	5ss	57
136362376	3ss	57
136362586	5ss	99
136374238	3ss	24
136374327	5ss	10
136379064	3ss	85
136379178	5ss	111
136380224	3ss	111
136380302	5ss	78
136389288	3ss	78
136389347	5ss	107
136389431	3ss	107
136389571	5ss	47
136393460	3ss	47
136393568	5ss	127
136393658	3ss	127
136393753	5ss	71
13639458	3ss	123
13639535	5ss	129
136396188	3ss	71
136396225	5ss	75
136396309	3ss	75
136396359	5ss	46
136396466	3ss	46
136396692	5ss	59
136399106	3ss	12
136399174	5ss	11
136399360	5ss	19
1364021	3ss	370
136402949	3ss	77
136403097	5ss	68
136409300	3ss	48
136409303	3ss	20
136409602	5ss	90
1364097	5ss	561
136418840	3ss	90
136418963	5ss	89
13642244	3ss	129
13642348	5ss	84
1364294	3ss	561
136432902	3ss	89
136433056	5ss	92
13643358	3ss	10
13643411	5ss	12
1364377	5ss	1116
136437743	3ss	92
136437894	5ss	102
1364508	3ss	44
13645126	3ss	23
1364578	5ss	48
136467003	3ss	102
136467106	5ss	92
136467629	3ss	92
136467801	5ss	157
136470197	5ss	52
136473120	3ss	157
136473264	5ss	48
13647631	3ss	84
13647744	5ss	92
136479494	3ss	48
136479576	5ss	32
136480039	3ss	32
136480123	5ss	53
136481507	3ss	53
136499581	5ss	108
136505837	3ss	108
136505939	5ss	119
136511109	3ss	119
136511137	5ss	124
136511729	3ss	124
136511847	5ss	213
136513087	3ss	213
136513261	5ss	304
136519388	3ss	304
136519481	5ss	517
13652039	3ss	92
13652185	5ss	72
136527339	3ss	517
136527393	5ss	651
136528141	3ss	651
136528305	5ss	309
136529990	3ss	309
136530117	5ss	166
136533480	3ss	52
136533598	5ss	28
136533819	3ss	166
136533921	5ss	186
13653615	3ss	72
136536518	3ss	186
136536649	5ss	374
13653683	5ss	106
136537753	3ss	374
136537955	5ss	304
136540319	3ss	304
136554897	3ss	28
136555013	5ss	24
13655741	3ss	106
13655881	5ss	43
13656015	3ss	43
13656086	5ss	53
136560997	3ss	24
136561143	5ss	45
1365655	3ss	1116
136569691	3ss	45
136569830	5ss	31
1365727	5ss	1368
136581161	5ss	25
13658398	3ss	53
13658553	5ss	55
136594121	3ss	31
136594316	5ss	75
136619198	3ss	75
136619280	5ss	58
1366304	3ss	48
1366380	5ss	34
136646826	3ss	25
136647069	5ss	116
136657302	3ss	58
136657360	5ss	63
136659236	3ss	63
136664425	3ss	116
136664594	5ss	10
136664994	3ss	10
136665137	5ss	151
136667101	3ss	151
1367159	3ss	34
1367219	5ss	42
13672260	3ss	55
136890658	5ss	10
136890967	3ss	10
136891212	5ss	14
136891330	3ss	14
1369152	3ss	27
1369264	3ss	42
1369296	5ss	12
1369339	5ss	56
1369595	3ss	56
1369645	5ss	63
1369822	3ss	12
1369956	5ss	23
137001322	5ss	56
137004942	3ss	56
137005080	5ss	179
137005825	3ss	179
137005933	5ss	173
137006632	3ss	173
137006705	5ss	169
137007071	3ss	169
137007160	5ss	117
137007455	3ss	117
137007544	5ss	119
137007758	3ss	119
137007841	5ss	199
137013410	3ss	199
137013465	5ss	289
137017105	3ss	289
137017151	5ss	317
1370175	3ss	1368
137019588	3ss	317
137019663	5ss	158
137020462	3ss	158
137020495	5ss	123
137020815	3ss	123
137020889	5ss	138
137021628	3ss	138
137021715	5ss	161
137023015	3ss	161
1370284	5ss	877
1370439	3ss	877
1370518	5ss	346
1370641	3ss	63
13707407	5ss	35
1371077	5ss	59
1371201	5ss	102
137167319	5ss	12
137187765	3ss	12
137187871	5ss	15
137191028	3ss	15
137218505	5ss	101
13721933	3ss	22
137219379	5ss	10
1372200	3ss	15
13722021	5ss	10
1372307	3ss	102
1372331	5ss	12
137234596	3ss	10
13726728	5ss	30
13726840	3ss	23
1372864	5ss	396
137293478	3ss	101
137293728	5ss	172
137299995	3ss	172
137300145	5ss	114
137300786	3ss	114
137300965	5ss	290
13730626	3ss	30
1373071	3ss	59
13730754	5ss	80
137309004	3ss	290
137309173	5ss	262
137313522	3ss	262
137313651	5ss	218
13731475	3ss	80
1373159	5ss	48
13731933	5ss	121
137320954	3ss	218
137321086	5ss	185
137323751	3ss	185
137323842	5ss	160
137325948	3ss	160
137326053	5ss	146
137328313	3ss	146
13734463	3ss	121
13734598	5ss	233
13737009	3ss	233
13737134	5ss	168
1373835	3ss	23
13740166	3ss	168
1374018	5ss	28
13740278	5ss	167
13741509	3ss	167
13741690	5ss	85
13742487	3ss	85
13742651	5ss	96
1374461	3ss	396
13746219	3ss	96
13746336	5ss	136
1374668	3ss	28
1374731	3ss	346
1374776	5ss	25
137514891	5ss	80
137515349	3ss	80
137515534	5ss	157
137517111	3ss	157
137517200	5ss	244
137517298	3ss	244
137517417	5ss	293
137518012	3ss	293
137518150	5ss	152
137518275	3ss	152
137518462	5ss	157
137518550	3ss	157
137518679	5ss	236
137518858	3ss	236
137519052	5ss	123
137519159	3ss	123
137519270	5ss	239
137519377	3ss	239
137519445	5ss	323
137519651	3ss	323
137519794	5ss	299
137519928	3ss	299
137520093	5ss	449
137520201	3ss	449
137520365	5ss	335
137520496	3ss	335
137520635	5ss	419
137520784	3ss	419
137520886	5ss	505
137521201	3ss	490
137521399	5ss	299
137521650	3ss	314
137521741	5ss	151
137521983	3ss	151
137522120	5ss	202
137522785	3ss	202
13752325	3ss	136
13752426	5ss	125
13753202	5ss	12
13753367	3ss	12
13753465	5ss	17
13754113	3ss	125
13754146	5ss	118
13754597	3ss	17
13754797	5ss	18
13756965	3ss	18
13759941	3ss	108
13760207	5ss	11
13762038	3ss	21
13762638	5ss	10
13764438	3ss	10
13764574	5ss	14
13764899	3ss	14
13765072	5ss	14
1376518	3ss	48
13765936	5ss	81
137673996	5ss	79
13767546	3ss	14
13767652	5ss	27
137676873	3ss	79
137677102	5ss	96
137677498	3ss	96
137677555	5ss	120
13767958	3ss	81
13767998	5ss	68
137680514	3ss	120
137681298	5ss	104
137682391	3ss	104
137688676	5ss	43
13769235	3ss	68
13769298	5ss	35
13769368	3ss	27
13769487	5ss	13
137708363	3ss	43
137708530	5ss	41
137710782	3ss	41
137710895	5ss	136
137713409	3ss	136
137713514	5ss	181
13771487	3ss	13
137715273	3ss	181
137715397	5ss	196
13771560	5ss	26
137717205	3ss	196
137717279	5ss	231
137721711	3ss	231
137722310	5ss	60
137726702	3ss	60
137727950	5ss	126
137728860	3ss	126
137729061	5ss	171
13773270	3ss	26
137733867	3ss	171
137734081	5ss	164
137735549	3ss	164
137735701	5ss	240
13773826	3ss	35
13773873	5ss	38
13774886	5ss	15
137750061	5ss	44
137750821	3ss	240
137750928	5ss	138
137753172	3ss	138
137753299	5ss	148
137754642	3ss	148
13775484	3ss	25
137754921	5ss	108
1377554	3ss	25
13775587	5ss	61
137756395	3ss	108
137756651	5ss	199
13775779	3ss	15
13775909	5ss	10
137759764	3ss	199
137760030	5ss	155
137761100	3ss	155
137761195	3ss	44
137761271	5ss	191
137761357	5ss	59
137762664	3ss	191
137762754	5ss	98
137762878	3ss	98
137763008	5ss	163
137763656	3ss	163
137763775	5ss	281
13776456	3ss	10
137765515	3ss	281
137765654	5ss	241
13776567	5ss	19
137765938	3ss	241
137766114	5ss	59
137767114	3ss	59
137767248	5ss	140
137771309	3ss	140
1377728	5ss	48
137773347	3ss	59
137773514	5ss	36
137776514	3ss	36
137776630	5ss	41
13778234	3ss	19
137782612	3ss	41
137782689	5ss	34
13778839	5ss	20
137790053	3ss	34
137790175	5ss	38
13779107	3ss	74
137791354	3ss	38
13779146	5ss	81
137791463	5ss	39
13779204	3ss	20
137792161	3ss	39
137792326	5ss	10
13779330	5ss	13
137798436	3ss	10
137798518	5ss	24
137801366	3ss	24
13780463	3ss	13
13780563	5ss	21
13781864	3ss	21
13781974	5ss	14
13782132	3ss	81
13782329	5ss	85
13785246	3ss	14
13786904	5ss	10
13787185	3ss	10
13789488	3ss	85
13789548	5ss	52
137906441	5ss	53
137907297	3ss	11
137907372	5ss	22
137928659	3ss	43
137928735	5ss	22
137940768	3ss	43
137940839	5ss	77
137942231	3ss	77
137942373	5ss	174
137942478	3ss	174
137942575	5ss	178
137947760	3ss	178
137947852	5ss	215
13795161	5ss	12
137953876	3ss	215
137953956	5ss	128
137956151	3ss	128
137956226	5ss	111
137956324	3ss	111
137956414	5ss	124
137958310	3ss	124
137958370	5ss	124
137960625	3ss	124
137960825	5ss	101
137963930	3ss	101
