C2_pos	ss	C2_reads
153993719	3ss	347
153993805	5ss	452
153994182	3ss	452
153994273	5ss	299
153994491	3ss	299
153994675	5ss	415
153995272	3ss	415
153995336	5ss	316
153995531	3ss	316
153995657	5ss	260
153996577	3ss	260
153996707	5ss	192
153997442	3ss	192
153997585	5ss	235
153999034	3ss	235
153999154	5ss	290
15399918	5ss	13
154001406	3ss	290
154001524	5ss	314
154002877	3ss	314
154002980	5ss	264
154003470	3ss	264
154003548	5ss	451
154004462	3ss	451
154004599	5ss	354
154005074	3ss	354
154062597	5ss	13
15410455	3ss	18
15410596	5ss	37
154125712	5ss	38
154135753	5ss	285
154136850	5ss	14
154169885	3ss	312
154169946	5ss	480
154170205	3ss	480
154170270	5ss	569
154172182	3ss	569
154172356	5ss	369
154173155	3ss	369
154173283	5ss	391
154173360	3ss	380
154173461	5ss	31
154173560	5ss	151
154173660	3ss	193
154173822	5ss	372
154174735	3ss	372
154174879	5ss	295
154179151	3ss	295
154179319	5ss	483
154179433	3ss	483
154179602	5ss	203
154181567	3ss	203
154181959	5ss	336
154182850	3ss	336
154182973	5ss	706
154183100	3ss	706
154183305	5ss	732
154183761	3ss	732
154183867	5ss	337
154185441	3ss	337
154185592	5ss	298
154188019	3ss	298
154188163	5ss	281
154190807	3ss	281
154190916	5ss	418
154191073	3ss	418
154191200	5ss	444
154191487	3ss	38
154191671	5ss	86
154192720	5ss	13
154193447	3ss	444
154193451	5ss	162
154193516	5ss	31
154193872	5ss	20
154197045	3ss	86
154197282	5ss	45
154197560	3ss	226
154197689	5ss	673
154199758	3ss	673
154199835	5ss	533
154201091	3ss	533
154201201	5ss	880
154207067	3ss	880
154207235	5ss	465
154207268	5ss	62
154207672	3ss	527
154207767	5ss	327
154209042	3ss	327
154209087	5ss	485
154209500	3ss	485
154209612	5ss	615
154213989	3ss	615
154214041	5ss	443
154214134	3ss	45
154214176	3ss	12
154214273	5ss	25
154214285	5ss	79
154215457	3ss	79
154215637	5ss	87
154215693	3ss	456
154215778	5ss	501
154216465	3ss	87
154217188	5ss	104
154218680	3ss	501
154218851	5ss	389
154221715	3ss	389
154221913	5ss	454
154223517	3ss	454
154223794	5ss	571
154223957	3ss	571
154224129	5ss	713
154226376	3ss	713
154226565	5ss	775
154227312	3ss	775
154227366	5ss	850
154227628	3ss	850
154227802	5ss	792
154228159	3ss	792
154228231	5ss	764
154229539	3ss	764
154229734	5ss	486
154229822	3ss	486
154229910	5ss	442
154231453	3ss	442
154231506	5ss	585
15423191	5ss	72
154232424	3ss	585
154232505	5ss	717
154233368	3ss	717
154233585	5ss	358
154234068	3ss	358
154234173	5ss	360
154235579	3ss	234
154236637	3ss	104
154236740	5ss	106
154236984	3ss	106
154237151	5ss	56
154238085	5ss	11
154238199	3ss	11
154238328	5ss	92
154238977	3ss	126
154239044	5ss	166
15423907	3ss	72
15423984	5ss	70
154241233	3ss	125
154241236	3ss	41
154241430	5ss	71
154241838	3ss	26
154241888	5ss	10
154242676	3ss	40
154242767	3ss	92
154242955	5ss	280
154243357	3ss	15
154243800	3ss	56
154243968	5ss	31
154244752	3ss	280
154244945	5ss	198
154245230	3ss	31
154245252	5ss	378
154245300	5ss	65
154245812	3ss	339
154245956	3ss	39
154246074	5ss	618
154246250	3ss	618
154246437	5ss	702
154247426	3ss	702
154247477	5ss	671
154247630	3ss	671
154247736	5ss	825
154247869	3ss	825
154247959	5ss	861
154248092	3ss	861
154249682	3ss	65
154249822	5ss	70
154250221	3ss	198
154250382	5ss	146
154251290	3ss	146
154251434	5ss	221
154252101	3ss	221
154252211	5ss	168
154254850	3ss	168
154255346	5ss	189
154255966	3ss	70
154261678	3ss	189
154261828	5ss	221
154265892	5ss	10
154271216	3ss	10
154271281	5ss	29
154274784	3ss	221
154274859	5ss	319
154276806	3ss	29
154276863	5ss	64
154279626	3ss	64
154279774	5ss	123
154279945	3ss	319
154280076	5ss	259
154282870	3ss	259
154298178	5ss	74
154300581	3ss	74
154300648	5ss	102
154301706	5ss	32
154302872	3ss	102
154302930	5ss	135
154303291	3ss	135
154303404	5ss	270
154303524	3ss	270
154303622	5ss	149
154303920	3ss	149
154303981	5ss	156
154304082	3ss	156
154304154	5ss	218
154304430	3ss	218
154304500	5ss	184
154305094	3ss	184
154305173	5ss	194
154305445	3ss	32
154305564	5ss	35
154306583	3ss	194
154306741	5ss	142
154306891	3ss	35
154306978	5ss	48
154306979	3ss	142
154307067	5ss	172
154309824	3ss	172
154310020	5ss	261
154313330	3ss	261
154313538	5ss	245
154314956	3ss	245
154314999	5ss	171
154315272	3ss	171
154315414	3ss	123
154315437	5ss	246
154315488	5ss	123
154315589	3ss	246
154315777	5ss	322
154315929	3ss	322
154316044	5ss	251
154316369	3ss	251
154316533	5ss	269
154316619	3ss	269
154316730	5ss	201
154316871	3ss	201
154316976	5ss	210
154317117	3ss	210
154317261	5ss	173
154317447	3ss	173
154317538	3ss	48
154317626	5ss	74
154317630	5ss	109
154317798	3ss	109
154318021	5ss	196
154318276	3ss	196
154318359	5ss	192
154318371	3ss	123
154318485	5ss	89
154318707	3ss	192
154318952	5ss	169
154319059	3ss	74
154319096	3ss	169
154319114	5ss	41
154319234	5ss	151
154320698	5ss	92
154320777	3ss	92
154320825	5ss	178
154320884	3ss	151
154321014	5ss	109
154321316	3ss	109
154330123	3ss	77
154330167	5ss	51
154330381	3ss	147
154330498	5ss	270
15433550	3ss	70
154335903	3ss	63
154335931	3ss	301
154335996	5ss	362
15433634	5ss	92
154336695	3ss	362
154336772	5ss	200
154339540	3ss	200
154339609	5ss	220
154344332	3ss	41
154344463	5ss	67
154344986	3ss	67
154345029	5ss	69
154346246	3ss	220
154348274	3ss	69
154348443	5ss	23
154349498	3ss	23
1543606	5ss	25
154378190	5ss	22
154387673	5ss	27
154388363	3ss	27
154388433	5ss	42
154394997	3ss	42
154395040	5ss	50
154401672	3ss	22
154401920	5ss	54
154402959	3ss	54
154403082	5ss	90
154406995	3ss	90
154407176	5ss	90
154407466	3ss	90
154407632	5ss	38
154408445	3ss	38
154408586	5ss	73
154420601	3ss	73
154420647	5ss	92
154422387	3ss	92
154422456	5ss	66
1544247	3ss	25
154426964	3ss	54
154427057	5ss	73
154437610	3ss	85
154444852	5ss	249
15444600	3ss	92
15444704	5ss	96
154448460	3ss	249
154448584	5ss	281
154455516	3ss	281
154455582	5ss	313
154456666	3ss	313
154456764	5ss	302
1544617	5ss	29
154464510	3ss	302
154464648	5ss	399
154467053	3ss	399
15447093	3ss	96
154471225	3ss	50
154471293	5ss	25
15447242	5ss	79
154476939	3ss	25
154478234	5ss	25
154479410	3ss	25
154479520	5ss	23
154501978	3ss	23
154502055	5ss	26
154502559	3ss	26
154502712	5ss	56
154504342	3ss	56
154504400	5ss	54
154504716	3ss	54
154504824	5ss	47
154505987	3ss	37
154505990	3ss	10
154506083	5ss	55
154506610	3ss	55
154506763	5ss	59
154507361	3ss	59
154507531	5ss	42
154508894	3ss	42
154508963	5ss	17
154510042	3ss	17
154510159	5ss	47
154512205	3ss	47
154512346	5ss	64
15451318	3ss	79
154513627	3ss	64
154513736	5ss	19
15451400	5ss	51
154514951	3ss	19
154515023	5ss	26
154517410	3ss	26
154517537	5ss	16
154519742	3ss	16
154519884	5ss	18
15452237	3ss	47
154523304	3ss	18
154523490	5ss	39
154523694	3ss	39
154523879	5ss	64
15452406	5ss	53
154524455	3ss	64
154524604	5ss	60
154524954	3ss	60
154525582	5ss	43
15453039	3ss	51
15453203	5ss	92
154533404	3ss	43
154533552	5ss	70
1545347	3ss	29
154541908	3ss	70
154542032	5ss	53
154542835	3ss	53
154543001	5ss	17
154544050	3ss	17
154544235	5ss	46
154547299	3ss	46
154547377	5ss	47
154548757	3ss	47
154548839	5ss	53
154553870	3ss	53
154553990	5ss	55
154555344	3ss	55
154555432	5ss	87
154556584	3ss	87
154556723	5ss	113
154557453	3ss	113
1545624	5ss	36
15456271	3ss	13
15457958	3ss	92
15458065	5ss	90
15459717	3ss	90
15460311	5ss	48
15461629	3ss	48
154643784	5ss	17
154644560	5ss	393
154650090	3ss	393
154651072	3ss	17
15468773	3ss	53
15468949	5ss	70
15469389	5ss	405
154702	3ss	34
1547037	3ss	36
1547105	5ss	37
15471420	3ss	405
15471514	5ss	413
15473594	3ss	376
1547362	3ss	37
15473730	5ss	504
1547509	5ss	32
154757520	5ss	34
15475855	3ss	541
15476045	5ss	355
15477849	3ss	355
15478082	5ss	285
154800907	3ss	34
154801152	5ss	145
15480616	3ss	285
15480952	5ss	24
15482328	3ss	24
15482451	5ss	17
15487538	3ss	70
15487773	5ss	25
15490064	5ss	30
1549232	3ss	32
1549334	5ss	40
15494644	3ss	30
15494714	5ss	45
154947280	5ss	1314
154947388	5ss	36
154950463	3ss	1350
154950590	5ss	2503
154951201	3ss	2503
154955873	5ss	141
154956318	3ss	141
154956542	5ss	231
154960581	3ss	217
154961325	5ss	167
154962036	3ss	122
154962183	5ss	177
154962635	3ss	222
154962733	5ss	153
154962815	3ss	153
154963004	5ss	194
15496363	3ss	25
154965189	3ss	208
154965262	5ss	292
154965378	3ss	292
15497401	5ss	21
154975162	5ss	10
154975319	3ss	10
154975419	5ss	73
154987131	3ss	73
154988290	5ss	147
154988696	3ss	147
154996850	3ss	145
154997018	5ss	74
1550097	3ss	40
15501138	3ss	21
15501640	5ss	40
1550165	5ss	43
15501681	3ss	45
15501710	5ss	64
15501790	3ss	64
155023941	5ss	54
155025147	3ss	54
155025253	5ss	107
155025893	3ss	107
155025969	5ss	129
155026386	3ss	129
155026464	5ss	85
155026626	3ss	85
155026702	5ss	102
155026790	3ss	102
155026982	5ss	148
155028266	3ss	148
155028328	5ss	174
155028408	3ss	174
155028476	5ss	177
155028556	3ss	177
155028725	5ss	92
155028862	3ss	92
155028946	5ss	160
155029429	3ss	160
155029577	5ss	170
155029664	3ss	170
155029838	5ss	76
155030113	3ss	76
155030205	5ss	64
155030327	3ss	64
155030631	5ss	134
155030722	3ss	134
155030917	5ss	118
155031186	3ss	118
155031263	5ss	132
155032378	3ss	132
155032450	5ss	105
155032681	3ss	105
155032819	5ss	155
155033239	3ss	155
155033308	5ss	212
155034721	3ss	212
1550348	3ss	43
155034845	5ss	187
155034936	3ss	187
155036412	5ss	114
155039206	3ss	114
155039492	5ss	75
155039848	3ss	75
155039916	5ss	62
15504052	3ss	17
155041329	3ss	62
15504140	5ss	13
15504445	3ss	13
15504731	3ss	40
15504823	5ss	52
1550489	5ss	47
155055064	5ss	98
1550564	3ss	47
155057880	5ss	11
155058353	3ss	11
1550700	5ss	90
15507367	3ss	52
15507485	5ss	51
15507577	3ss	51
15507647	5ss	46
15508571	3ss	46
15508685	5ss	22
155089669	5ss	437
155089737	5ss	41
155089969	3ss	478
155090407	5ss	1407
155093276	3ss	1394
155093400	5ss	552
155093961	3ss	552
155094127	5ss	1251
155094457	3ss	1264
155094556	5ss	691
155095123	3ss	98
155095206	5ss	111
155095535	3ss	165
155095605	5ss	175
155098543	3ss	74
155098709	5ss	114
155099135	3ss	111
155099179	5ss	147
155099211	3ss	114
155099418	5ss	90
155099951	3ss	701
155100545	5ss	171
155102325	3ss	90
155102495	5ss	110
155103815	3ss	171
155104110	5ss	313
155105979	3ss	313
155106044	5ss	277
155106206	3ss	277
155106256	5ss	211
155106431	3ss	211
155108467	5ss	281
155108775	3ss	281
155108852	5ss	305
155108995	3ss	147
155109156	5ss	201
155109304	3ss	202
155109427	5ss	157
155110037	3ss	213
155110198	5ss	396
155110455	3ss	443
155110574	5ss	251
155110656	3ss	251
155113957	3ss	201
155114110	5ss	155
15511527	3ss	22
155115534	3ss	110
155115651	5ss	47
155116143	3ss	155
155116273	5ss	222
15511632	5ss	42
15511863	5ss	22
155123105	3ss	222
155123281	5ss	101
15512439	3ss	42
155124678	3ss	101
155124757	5ss	201
15512621	5ss	38
155126503	3ss	201
155126620	5ss	207
15512870	3ss	22
155129204	3ss	207
155129335	5ss	225
155129820	3ss	225
155129932	5ss	190
15513046	5ss	15
155131149	3ss	190
155131342	5ss	227
15513146	3ss	38
15513276	5ss	34
15513470	3ss	34
15513653	5ss	26
155136850	3ss	227
155136950	5ss	187
155138	3ss	118
155139613	3ss	187
155139726	5ss	225
155141311	3ss	225
155141467	5ss	204
1551421	3ss	90
155143410	3ss	204
155143543	5ss	369
155145368	3ss	369
155145512	5ss	369
1551480	5ss	11
155148306	3ss	369
155148374	5ss	181
1551500	5ss	60
155152056	3ss	181
155152274	5ss	202
155153073	3ss	202
155154543	5ss	31
155157922	3ss	47
155158102	5ss	45
15516330	3ss	15
15516492	5ss	27
1551664	3ss	60
15517392	3ss	26
15517491	3ss	27
15517499	5ss	61
15517627	5ss	18
1551774	5ss	20
155179123	5ss	419
155180137	3ss	419
155180206	5ss	602
155180339	3ss	602
155180418	5ss	287
155181872	3ss	17
155181918	3ss	229
155182010	5ss	190
155182176	3ss	248
155182358	5ss	12
15518248	3ss	18
155182485	3ss	12
15518379	5ss	10
1551888	3ss	11
1551994	5ss	24
15520300	3ss	61
1552048	3ss	20
1552136	5ss	39
155228864	3ss	14
1552314	3ss	39
1552405	5ss	48
155252503	3ss	45
155252642	5ss	76
1552646	3ss	48
155265496	3ss	76
155265594	5ss	62
1552762	5ss	53
155278756	5ss	1489
155278867	5ss	251
155279580	3ss	35
155279756	5ss	100
155279834	3ss	996
155279855	3ss	793
155279996	5ss	1881
155282046	3ss	1885
155282186	5ss	1449
155287732	3ss	1449
155287812	5ss	2030
155287960	3ss	2030
155288082	5ss	1413
155288456	3ss	1413
155288544	5ss	2006
155288647	3ss	2006
155288719	5ss	2588
155289402	3ss	2600
155289479	5ss	2513
155289585	3ss	1764
155289648	3ss	42
155289719	5ss	1701
155290200	3ss	2408
15529070	3ss	10
15529279	5ss	13
1552932	3ss	53
155294378	5ss	13
155294636	3ss	13
155294734	5ss	41
155294893	3ss	41
155294969	5ss	47
155295104	3ss	62
155295107	3ss	47
155295238	5ss	11
155295281	5ss	89
155295358	3ss	89
155295463	5ss	93
155295655	3ss	93
155295701	5ss	93
155296371	3ss	93
155296923	5ss	69
155297941	3ss	69
155298066	5ss	80
155300194	3ss	80
1553003	5ss	55
15530243	3ss	13
15530349	5ss	17
155306923	3ss	11
15534816	3ss	17
15534956	5ss	12
15537058	5ss	14
1553728	3ss	37
15538543	3ss	12
15538699	5ss	22
1553916	5ss	15
15539522	3ss	22
15539760	5ss	16
15541391	3ss	14
15541927	5ss	41
15542460	3ss	16
15542637	5ss	10
155437613	5ss	42
155457869	3ss	42
155457947	5ss	35
15545822	3ss	41
155465561	3ss	35
155465609	5ss	185
155471302	3ss	185
155471378	5ss	376
155473284	3ss	376
155473602	5ss	82
155484284	5ss	5269
155486960	3ss	5269
155487151	5ss	4367
155487641	3ss	4367
155487824	5ss	4900
155488745	3ss	4900
155488972	5ss	5577
155489533	3ss	5577
155489646	5ss	5791
155490334	3ss	5791
155490459	5ss	8641
155490666	3ss	8641
155490951	5ss	6280
155491571	3ss	6280
155493467	3ss	82
155493638	5ss	102
155499554	3ss	102
155499762	5ss	75
155503867	3ss	31
155503897	3ss	44
155504149	5ss	111
155511079	3ss	111
155511137	5ss	76
15552447	3ss	10
15552603	5ss	24
155530224	3ss	76
155530356	5ss	85
155530754	3ss	85
155531097	5ss	46
155532409	3ss	46
155532720	5ss	39
155534513	3ss	39
155534800	5ss	37
155537655	3ss	37
155538296	5ss	18
1555411	3ss	55
15554781	3ss	24
15554928	5ss	16
155556506	3ss	18
155556712	5ss	29
155559161	3ss	29
155559349	5ss	51
1555602	5ss	74
15556695	3ss	16
155567253	3ss	51
155567341	5ss	23
155567687	3ss	23
155572155	5ss	10
155573079	3ss	10
155573137	5ss	10
155574082	3ss	10
155581891	5ss	45
155581973	3ss	45
155582107	5ss	113
155582209	3ss	113
155582361	5ss	124
155582635	3ss	124
155582766	5ss	94
155582840	3ss	94
155583024	5ss	132
155583216	3ss	10
155583253	3ss	122
155583357	5ss	26
155583448	3ss	26
155588686	5ss	118
155611307	3ss	118
155611488	5ss	159
155615716	3ss	159
155615830	5ss	123
155621652	3ss	123
155621749	5ss	130
1556239	3ss	74
155623949	3ss	130
155624052	5ss	116
155628481	3ss	116
155628674	5ss	134
155628903	3ss	134
155629068	5ss	294
155632208	3ss	294
155632359	5ss	195
1556330	5ss	45
155633808	3ss	195
155633981	5ss	109
155637022	3ss	109
155637127	5ss	153
155639976	3ss	153
155640091	5ss	200
155643030	3ss	200
155643155	5ss	149
155649554	3ss	149
155649669	5ss	289
15565145	5ss	20
155652705	3ss	289
155652835	5ss	219
155654127	3ss	219
155654299	5ss	176
155655380	3ss	176
155658965	5ss	376
155659034	5ss	78
155678824	3ss	35
155678916	5ss	44
155679564	3ss	463
155679615	5ss	691
155686797	3ss	639
155686919	5ss	1055
15569000	3ss	20
155691308	3ss	1064
155691409	5ss	1051
155695173	3ss	1094
155695202	5ss	10
155695281	5ss	671
1556953	3ss	45
155695718	3ss	671
155695783	3ss	10
155695810	5ss	841
155697399	3ss	841
155697529	5ss	1317
155698833	3ss	1317
155698913	5ss	1258
155698999	3ss	1258
155699157	5ss	1097
155701147	3ss	1097
155701206	5ss	1075
155701735	3ss	1075
155701824	5ss	652
1557052	5ss	32
155706737	3ss	652
155706854	5ss	630
155707948	3ss	630
15572119	5ss	11
1557307	3ss	32
1557371	5ss	47
15575773	3ss	11
15575949	5ss	14
1557602	3ss	47
1557717	5ss	62
15581591	3ss	14
1558769	3ss	24
15587869	5ss	13
15589439	3ss	13
1559079	5ss	19
1559154	3ss	19
1559325	5ss	29
15597830	5ss	11
1559831	3ss	62
15599030	3ss	11
15599088	5ss	10
15601152	3ss	10
15601329	5ss	16
1560175	3ss	29
156024748	5ss	357
156025054	3ss	357
156025216	5ss	191
156027769	3ss	191
156027858	5ss	247
1560281	5ss	59
156028106	3ss	247
15602860	3ss	16
15603091	5ss	24
15603362	3ss	24
15603680	5ss	130
1560371	3ss	59
15604466	3ss	130
15604554	5ss	101
156052975	5ss	14
1560565	5ss	20
1560666	3ss	20
1560808	5ss	30
156084461	3ss	14
156085065	5ss	533
1560926	3ss	30
15609701	3ss	101
15609815	5ss	107
156100408	3ss	533
156100564	5ss	587
1561033	5ss	26
156104194	3ss	587
156104319	5ss	723
156104596	3ss	723
156104766	5ss	366
156104978	3ss	366
156105103	5ss	607
156105692	3ss	607
156105912	5ss	649
156106005	3ss	649
156106227	5ss	588
156106712	3ss	588
156106819	5ss	761
156106904	3ss	761
156107023	5ss	544
156107445	3ss	544
156107534	5ss	222
156108279	3ss	222
156108548	5ss	163
156108871	3ss	163
15611469	3ss	107
15611561	5ss	113
156164038	5ss	90
156165804	3ss	26
156165964	5ss	22
156169512	5ss	12
156169626	3ss	98
156170263	5ss	72
156177677	3ss	72
156177804	5ss	93
156180031	3ss	93
156182967	5ss	489
15619314	3ss	81
15619373	3ss	32
156202111	3ss	489
156202216	5ss	494
1562030	3ss	26
156203419	3ss	494
156203519	5ss	582
156206079	3ss	527
156206140	3ss	55
156206274	5ss	548
156209339	3ss	521
156212344	3ss	27
156212382	5ss	17
156212553	3ss	17
156212622	5ss	11
156212824	3ss	11
1562134	5ss	43
156217003	5ss	12
1562217	3ss	43
1562379	5ss	40
1562454	3ss	40
1562587	5ss	71
156260778	3ss	12
1562676	3ss	71
1562824	5ss	32
1563053	3ss	32
156309582	5ss	21
156314371	3ss	21
1563209	5ss	62
156329909	5ss	12
1563399	3ss	62
156345609	3ss	12
156352660	5ss	15
156354318	3ss	15
156354392	5ss	12
156354569	3ss	12
1563559	5ss	48
1563653	3ss	48
1563779	5ss	57
1563869	3ss	57
156392585	5ss	47
156395446	3ss	47
156396403	5ss	124
156411809	3ss	124
156411977	5ss	53
156413654	3ss	53
156413814	5ss	73
156421213	3ss	73
156421491	5ss	75
156422473	3ss	75
15643401	5ss	36
1564691	5ss	11
1564765	3ss	11
1564946	5ss	19
156496075	5ss	12
156496190	3ss	12
1565019	3ss	19
1565084	5ss	34
156561778	5ss	340
156561893	3ss	340
156562001	5ss	466
156562157	3ss	466
156562267	5ss	644
156562349	3ss	644
156562462	5ss	478
156563200	3ss	478
156563347	5ss	448
156563674	3ss	448
1565672	3ss	34
156699007	5ss	18
156701783	3ss	18
156702265	5ss	30
156702777	3ss	30
156702839	5ss	35
156703169	3ss	35
156703312	5ss	10
156703801	3ss	10
156705701	5ss	21
156706424	3ss	21
156738031	5ss	156
156743418	5ss	50
156745168	3ss	50
156745292	5ss	40
156746797	3ss	40
156746992	5ss	56
156752074	3ss	156
156752121	5ss	223
156752545	3ss	56
156752868	5ss	49
156754845	3ss	49
156754955	5ss	50
156755702	3ss	50
156755869	5ss	39
156756400	3ss	223
156756599	3ss	39
156756720	5ss	41
156756966	5ss	144
156758964	3ss	41
156759096	5ss	100
156759655	3ss	100
156759786	5ss	56
156761489	3ss	144
156761584	5ss	150
156761781	3ss	56
156761890	5ss	65
156762223	3ss	65
156764457	3ss	150
156764600	5ss	306
156767068	3ss	306
156767133	5ss	255
15676931	3ss	36
156770166	3ss	255
15677195	5ss	58
15683415	3ss	58
15683524	5ss	64
15683564	5ss	81
15683591	5ss	23
15683644	5ss	25
15685823	3ss	81
15687859	3ss	112
15688085	5ss	86
15688551	3ss	12
15688624	3ss	74
15688771	5ss	89
15690174	3ss	89
156932032	5ss	161
15693901	5ss	38
156956504	3ss	161
156956557	5ss	242
156961742	3ss	230
156961816	5ss	246
156962998	3ss	258
156963144	5ss	136
156967613	3ss	136
156967728	5ss	103
156971384	3ss	103
156971541	5ss	175
156974212	3ss	175
156974365	5ss	309
156974802	3ss	309
156975022	5ss	211
156976572	3ss	211
156976723	5ss	304
156979528	3ss	304
156979715	5ss	203
156994415	3ss	203
156994501	5ss	249
157000092	3ss	249
157000249	5ss	190
157000397	3ss	190
157000629	5ss	250
157009561	3ss	250
157009665	5ss	144
157013383	3ss	144
157013470	5ss	112
157015948	3ss	112
157016045	5ss	192
157018101	3ss	192
157018233	5ss	251
157023774	3ss	251
157024021	5ss	266
157041062	3ss	266
157041274	5ss	141
157046648	3ss	141
157046836	5ss	150
157046938	3ss	150
157047004	5ss	134
157049608	3ss	134
157049738	5ss	242
1570534	5ss	12
157060279	3ss	242
15706784	3ss	38
15706981	5ss	44
157100605	5ss	30
15711086	3ss	44
15711181	5ss	53
157129838	5ss	71
157150361	3ss	30
157150555	5ss	69
157151241	3ss	71
157151331	5ss	421
15715363	3ss	53
157155855	3ss	421
157155964	5ss	794
157159196	3ss	794
157159255	5ss	345
157160067	3ss	345
157160177	5ss	192
157161753	5ss	12
157162854	3ss	12
157162942	5ss	16
157164895	3ss	16
157174940	3ss	192
157175071	5ss	596
157177561	3ss	596
157177702	5ss	383
157178235	3ss	383
157178305	5ss	185
157178537	5ss	10
157181012	3ss	10
157181095	5ss	10
157181862	3ss	10
157202489	3ss	157
157202695	5ss	161
157208710	3ss	189
157222510	3ss	69
157222659	5ss	77
157256600	3ss	77
157256710	5ss	69
157292316	5ss	57
157293025	5ss	57
15732073	5ss	131
157332610	3ss	114
157332719	5ss	141
157352556	3ss	141
15735269	3ss	131
157352727	5ss	142
15735320	5ss	273
15735614	3ss	273
15735677	5ss	390
157357969	3ss	24
157358010	5ss	32
157367308	3ss	142
157367432	5ss	118
15736775	5ss	41
15736858	3ss	390
157368732	3ss	118
157368829	5ss	122
15736887	5ss	332
157369845	3ss	122
157370008	5ss	241
15737499	3ss	332
15737595	5ss	272
15739793	3ss	272
15739840	5ss	293
157405796	3ss	77
157406039	5ss	64
157406120	3ss	241
157406284	5ss	214
157407114	3ss	214
157407258	5ss	176
157413901	3ss	176
157414094	5ss	240
157425337	3ss	240
157425471	5ss	246
157425875	3ss	246
157426050	5ss	189
157426599	3ss	189
15742672	3ss	293
157426730	5ss	211
15742755	5ss	159
