ENSG00000000003	TSPAN6	"tetraspanin 6"
ENSG00000160716	CHRNB2	"cholinergic receptor nicotinic beta 2 subunit"
ENSG00000160741	CRTC2	"CREB regulated transcription coactivator 2"
ENSG00000160746	ANO10	"anoctamin 10"
ENSG00000160752	FDPS	"farnesyl diphosphate synthase"
ENSG00000160753	RUSC1	"RUN and SH3 domain containing 1"
ENSG00000160766	GBAP1	"glucosylceramidase beta pseudogene 1"
ENSG00000160767	FAM189B	"family with sequence similarity 189 member B"
ENSG00000160781	PAQR6	"progestin and adipoQ receptor family member 6"
ENSG00000160783	PMF1	"polyamine modulated factor 1"
ENSG00000160785	SLC25A44	"solute carrier family 25 member 44"
ENSG00000160789	LMNA	"lamin A/C"
ENSG00000160791	CCR5	"C-C motif chemokine receptor 5 (gene/pseudogene)"
ENSG00000160796	NBEAL2	"neurobeachin like 2"
ENSG00000160799	CCDC12	"coiled-coil domain containing 12"
ENSG00000160801	PTH1R	"parathyroid hormone 1 receptor"
ENSG00000160803	UBQLN4	"ubiquilin 4"
ENSG00000160808	MYL3	"myosin light chain 3"
ENSG00000160813	PPP1R35	"protein phosphatase 1 regulatory subunit 35"
ENSG00000160818	GPATCH4	"G-patch domain containing 4"
ENSG00000160838	LRRC71	"leucine rich repeat containing 71"
ENSG00000160856	FCRL3	"Fc receptor like 3"
ENSG00000160862	AZGP1	"alpha-2-glycoprotein 1, zinc-binding"
ENSG00000160867	FGFR4	"fibroblast growth factor receptor 4"
ENSG00000160868	CYP3A4	"cytochrome P450 family 3 subfamily A member 4"
ENSG00000160870	CYP3A7	"cytochrome P450 family 3 subfamily A member 7"
ENSG00000160877	NACC1	"nucleus accumbens associated 1"
ENSG00000160882	CYP11B1	"cytochrome P450 family 11 subfamily B member 1"
ENSG00000160883	HK3	"hexokinase 3"
ENSG00000160886	LY6K	"lymphocyte antigen 6 family member K"
ENSG00000160888	IER2	"immediate early response 2"
ENSG00000160908	ZNF394	"zinc finger protein 394"
ENSG00000160917	CPSF4	"cleavage and polyadenylation specific factor 4"
ENSG00000160932	LY6E	"lymphocyte antigen 6 family member E"
ENSG00000160948	VPS28	"VPS28, ESCRT-I subunit"
ENSG00000160949	TONSL	"tonsoku like, DNA repair protein"
ENSG00000160951	PTGER1	"prostaglandin E receptor 1"
ENSG00000160953	MUM1	"melanoma associated antigen (mutated) 1"
ENSG00000160957	RECQL4	"RecQ like helicase 4"
ENSG00000160959	LRRC14	"leucine rich repeat containing 14"
ENSG00000160961	ZNF333	"zinc finger protein 333"
ENSG00000160963	COL26A1	"collagen type XXVI alpha 1 chain"
ENSG00000160972	PPP1R16A	"protein phosphatase 1 regulatory subunit 16A"
ENSG00000160973	FOXH1	"forkhead box H1"
ENSG00000160991	ORAI2	"ORAI calcium release-activated calcium modulator 2"
ENSG00000160993	ALKBH4	"alkB homolog 4, lysine demethylase"
ENSG00000160994	CCDC105	"coiled-coil domain containing 105"
ENSG00000160999	SH2B2	"SH2B adaptor protein 2"
ENSG00000161010	MRNIP	"MRN complex interacting protein"
ENSG00000161011	SQSTM1	"sequestosome 1"
ENSG00000161013	MGAT4B	"mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B"
ENSG00000161016	RPL8	"ribosomal protein L8"
ENSG00000161021	MAML1	"mastermind like transcriptional coactivator 1"
ENSG00000161031	PGLYRP2	"peptidoglycan recognition protein 2"
ENSG00000161036	LRWD1	"leucine rich repeats and WD repeat domain containing 1"
ENSG00000161040	FBXL13	"F-box and leucine rich repeat protein 13"
ENSG00000161048	NAPEPLD	"N-acyl phosphatidylethanolamine phospholipase D"
ENSG00000161055	SCGB3A1	"secretoglobin family 3A member 1"
ENSG00000161057	PSMC2	"proteasome 26S subunit, ATPase 2"
ENSG00000161082	CELF5	"CUGBP Elav-like family member 5"
ENSG00000161091	MFSD12	"major facilitator superfamily domain containing 12"
ENSG00000161103	AC008132.1	""
ENSG00000161132	AC007663.1	""
ENSG00000161133	USP41	"ubiquitin specific peptidase 41"
ENSG00000161149	TUBA3FP	"tubulin alpha 3f pseudogene"
ENSG00000161179	YDJC	"YdjC chitooligosaccharide deacetylase homolog"
ENSG00000161180	CCDC116	"coiled-coil domain containing 116"
ENSG00000161202	DVL3	"dishevelled segment polarity protein 3"
ENSG00000161203	AP2M1	"adaptor related protein complex 2 mu 1 subunit"
ENSG00000161204	ABCF3	"ATP binding cassette subfamily F member 3"
ENSG00000161217	PCYT1A	"phosphate cytidylyltransferase 1, choline, alpha"
ENSG00000161243	FBXO27	"F-box protein 27"
ENSG00000161249	DMKN	"dermokine"
ENSG00000161265	U2AF1L4	"U2 small nuclear RNA auxiliary factor 1 like 4"
ENSG00000161267	BDH1	"3-hydroxybutyrate dehydrogenase 1"
ENSG00000161270	NPHS1	"NPHS1, nephrin"
ENSG00000161277	THAP8	"THAP domain containing 8"
ENSG00000161281	COX7A1	"cytochrome c oxidase subunit 7A1"
ENSG00000161298	ZNF382	"zinc finger protein 382"
ENSG00000161328	LRRC56	"leucine rich repeat containing 56"
ENSG00000161381	PLXDC1	"plexin domain containing 1"
ENSG00000161395	PGAP3	"post-GPI attachment to proteins 3"
ENSG00000161405	IKZF3	"IKAROS family zinc finger 3"
ENSG00000161509	GRIN2C	"glutamate ionotropic receptor NMDA type subunit 2C"
ENSG00000161513	FDXR	"ferredoxin reductase"
ENSG00000161526	SAP30BP	"SAP30 binding protein"
ENSG00000161533	ACOX1	"acyl-CoA oxidase 1"
ENSG00000161542	PRPSAP1	"phosphoribosyl pyrophosphate synthetase associated protein 1"
ENSG00000161544	CYGB	"cytoglobin"
ENSG00000161547	SRSF2	"serine and arginine rich splicing factor 2"
ENSG00000161551	ZNF577	"zinc finger protein 577"
ENSG00000161558	TMEM143	"transmembrane protein 143"
ENSG00000161594	KLHL10	"kelch like family member 10"
ENSG00000161609	CCDC155	"coiled-coil domain containing 155"
ENSG00000161610	HCRT	"hypocretin neuropeptide precursor"
ENSG00000161618	ALDH16A1	"aldehyde dehydrogenase 16 family member A1"
ENSG00000161634	DCD	"dermcidin"
ENSG00000161638	ITGA5	"integrin subunit alpha 5"
ENSG00000161640	SIGLEC11	"sialic acid binding Ig like lectin 11"
ENSG00000161642	ZNF385A	"zinc finger protein 385A"
ENSG00000161643	SIGLEC16	"sialic acid binding Ig like lectin 16 (gene/pseudogene)"
ENSG00000161647	MPP3	"membrane palmitoylated protein 3"
ENSG00000161649	CD300LG	"CD300 molecule like family member g"
ENSG00000161652	IZUMO2	"IZUMO family member 2"
ENSG00000161653	NAGS	"N-acetylglutamate synthase"
ENSG00000161654	LSM12	"LSM12 homolog"
ENSG00000161664	ASB16	"ankyrin repeat and SOCS box containing 16"
ENSG00000161671	EMC10	"ER membrane protein complex subunit 10"
ENSG00000161677	JOSD2	"Josephin domain containing 2"
ENSG00000161681	SHANK1	"SH3 and multiple ankyrin repeat domains 1"
ENSG00000161682	FAM171A2	"family with sequence similarity 171 member A2"
ENSG00000161692	DBF4B	"DBF4 zinc finger B"
ENSG00000161714	PLCD3	"phospholipase C delta 3"
ENSG00000161791	FMNL3	"formin like 3"
ENSG00000161798	AQP5	"aquaporin 5"
ENSG00000161800	RACGAP1	"Rac GTPase activating protein 1"
ENSG00000161807	OR7G1	"olfactory receptor family 7 subfamily G member 1"
ENSG00000161813	LARP4	"La ribonucleoprotein domain family member 4"
ENSG00000161835	GRASP	"general receptor for phosphoinositides 1 associated scaffold protein"
ENSG00000161847	RAVER1	"ribonucleoprotein, PTB binding 1"
ENSG00000161849	KRT84	"keratin 84"
ENSG00000161850	KRT82	"keratin 82"
ENSG00000161860	SYCE2	"synaptonemal complex central element protein 2"
ENSG00000161888	SPC24	"SPC24, NDC80 kinetochore complex component"
ENSG00000161896	IP6K3	"inositol hexakisphosphate kinase 3"
ENSG00000161904	LEMD2	"LEM domain containing 2"
ENSG00000161905	ALOX15	"arachidonate 15-lipoxygenase"
ENSG00000161911	TREML1	"triggering receptor expressed on myeloid cells like 1"
ENSG00000161912	ADCY10P1	"adenylate cyclase 10, soluble pseudogene 1"
ENSG00000161914	ZNF653	"zinc finger protein 653"
ENSG00000161920	MED11	"mediator complex subunit 11"
ENSG00000161921	CXCL16	"C-X-C motif chemokine ligand 16"
ENSG00000161929	SCIMP	"SLP adaptor and CSK interacting membrane protein"
ENSG00000161939	RNASEK-C17orf49	"RNASEK-C17orf49 readthrough"
ENSG00000161940	BCL6B	"B cell CLL/lymphoma 6B"
ENSG00000161944	ASGR2	"asialoglycoprotein receptor 2"
ENSG00000161955	TNFSF13	"TNF superfamily member 13"
ENSG00000161956	SENP3	"SUMO1/sentrin/SMT3 specific peptidase 3"
ENSG00000161958	FGF11	"fibroblast growth factor 11"
ENSG00000161960	EIF4A1	"eukaryotic translation initiation factor 4A1"
ENSG00000161970	RPL26	"ribosomal protein L26"
ENSG00000161973	CCDC42	"coiled-coil domain containing 42"
ENSG00000161980	POLR3K	"RNA polymerase III subunit K"
ENSG00000161981	SNRNP25	"small nuclear ribonucleoprotein U11/U12 subunit 25"
ENSG00000161992	PRR35	"proline rich 35"
ENSG00000161996	WDR90	"WD repeat domain 90"
ENSG00000161999	JMJD8	"jumonji domain containing 8"
ENSG00000162004	CCDC78	"coiled-coil domain containing 78"
ENSG00000162006	MSLNL	"mesothelin-like"
ENSG00000162009	SSTR5	"somatostatin receptor 5"
ENSG00000162032	SPSB3	"splA/ryanodine receptor domain and SOCS box containing 3"
ENSG00000162039	MEIOB	"meiosis specific with OB domains"
ENSG00000162040	HS3ST6	"heparan sulfate-glucosamine 3-sulfotransferase 6"
ENSG00000162062	TEDC2	"tubulin epsilon and delta complex 2"
ENSG00000162063	CCNF	"cyclin F"
ENSG00000162065	TBC1D24	"TBC1 domain family member 24"
ENSG00000162066	AMDHD2	"amidohydrolase domain containing 2"
ENSG00000162068	NTN3	"netrin 3"
ENSG00000162069	BICDL2	"BICD family like cargo adaptor 2"
ENSG00000162073	PAQR4	"progestin and adipoQ receptor family member 4"
ENSG00000162076	FLYWCH2	"FLYWCH family member 2"
ENSG00000162078	ZG16B	"zymogen granule protein 16B"
ENSG00000162086	ZNF75A	"zinc finger protein 75a"
ENSG00000162104	ADCY9	"adenylate cyclase 9"
ENSG00000162105	SHANK2	"SH3 and multiple ankyrin repeat domains 2"
ENSG00000162129	CLPB	"ClpB homolog, mitochondrial AAA ATPase chaperonin"
ENSG00000162139	NEU3	"neuraminidase 3"
ENSG00000162144	CYB561A3	"cytochrome b561 family member A3"
ENSG00000162148	PPP1R32	"protein phosphatase 1 regulatory subunit 32"
ENSG00000162174	ASRGL1	"asparaginase like 1"
ENSG00000162188	GNG3	"G protein subunit gamma 3"
ENSG00000162191	UBXN1	"UBX domain protein 1"
ENSG00000162194	LBHD1	"LBH domain containing 1"
ENSG00000162222	TTC9C	"tetratricopeptide repeat domain 9C"
ENSG00000162227	TAF6L	"TATA-box binding protein associated factor 6 like"
ENSG00000162231	NXF1	"nuclear RNA export factor 1"
ENSG00000162236	STX5	"syntaxin 5"
ENSG00000162241	SLC25A45	"solute carrier family 25 member 45"
ENSG00000162244	RPL29	"ribosomal protein L29"
ENSG00000162267	ITIH3	"inter-alpha-trypsin inhibitor heavy chain 3"
ENSG00000162298	SYVN1	"synoviolin 1"
ENSG00000162300	ZFPL1	"zinc finger protein like 1"
ENSG00000162302	RPS6KA4	"ribosomal protein S6 kinase A4"
ENSG00000162337	LRP5	"LDL receptor related protein 5"
ENSG00000162341	TPCN2	"two pore segment channel 2"
ENSG00000162344	FGF19	"fibroblast growth factor 19"
ENSG00000162365	CYP4A22	"cytochrome P450 family 4 subfamily A member 22"
ENSG00000162366	PDZK1IP1	"PDZK1 interacting protein 1"
ENSG00000162367	TAL1	"TAL bHLH transcription factor 1, erythroid differentiation factor"
ENSG00000162368	CMPK1	"cytidine/uridine monophosphate kinase 1"
ENSG00000162373	BEND5	"BEN domain containing 5"
ENSG00000162374	ELAVL4	"ELAV like RNA binding protein 4"
ENSG00000162377	COA7	"cytochrome c oxidase assembly factor 7 (putative)"
ENSG00000162378	ZYG11B	"zyg-11 family member B, cell cycle regulator"
ENSG00000162383	SLC1A7	"solute carrier family 1 member 7"
ENSG00000162384	C1orf123	"chromosome 1 open reading frame 123"
ENSG00000162385	MAGOH	"mago homolog, exon junction complex core component"
ENSG00000162390	ACOT11	"acyl-CoA thioesterase 11"
ENSG00000162391	FAM151A	"family with sequence similarity 151 member A"
ENSG00000162396	PARS2	"prolyl-tRNA synthetase 2, mitochondrial"
ENSG00000162398	LEXM	"lymphocyte expansion molecule"
ENSG00000162399	BSND	"barttin CLCNK type accessory beta subunit"
ENSG00000162402	USP24	"ubiquitin specific peptidase 24"
ENSG00000162407	PLPP3	"phospholipid phosphatase 3"
ENSG00000162408	NOL9	"nucleolar protein 9"
ENSG00000162409	PRKAA2	"protein kinase AMP-activated catalytic subunit alpha 2"
ENSG00000162413	KLHL21	"kelch like family member 21"
ENSG00000162415	ZSWIM5	"zinc finger SWIM-type containing 5"
ENSG00000162419	GMEB1	"glucocorticoid modulatory element binding protein 1"
ENSG00000162426	SLC45A1	"solute carrier family 45 member 1"
ENSG00000162430	SELENON	"selenoprotein N"
ENSG00000162433	AK4	"adenylate kinase 4"
ENSG00000162434	JAK1	"Janus kinase 1"
ENSG00000162437	RAVER2	"ribonucleoprotein, PTB binding 2"
ENSG00000162438	CTRC	"chymotrypsin C"
ENSG00000162441	LZIC	"leucine zipper and CTNNBIP1 domain containing"
ENSG00000162444	RBP7	"retinol binding protein 7"
ENSG00000162456	KNCN	"kinocilin"
ENSG00000162458	FBLIM1	"filamin binding LIM protein 1"
ENSG00000162460	TMEM82	"transmembrane protein 82"
ENSG00000162461	SLC25A34	"solute carrier family 25 member 34"
ENSG00000162482	AKR7A3	"aldo-keto reductase family 7 member A3"
ENSG00000162490	DRAXIN	"dorsal inhibitory axon guidance protein"
ENSG00000162493	PDPN	"podoplanin"
ENSG00000162494	LRRC38	"leucine rich repeat containing 38"
ENSG00000162496	DHRS3	"dehydrogenase/reductase 3"
ENSG00000162510	MATN1	"matrilin 1, cartilage matrix protein"
ENSG00000162511	LAPTM5	"lysosomal protein transmembrane 5"
ENSG00000162512	SDC3	"syndecan 3"
ENSG00000162517	PEF1	"penta-EF-hand domain containing 1"
ENSG00000162520	SYNC	"syncoilin, intermediate filament protein"
ENSG00000162521	RBBP4	"RB binding protein 4, chromatin remodeling factor"
ENSG00000162522	KIAA1522	"KIAA1522"
ENSG00000162526	TSSK3	"testis specific serine kinase 3"
ENSG00000162542	TMCO4	"transmembrane and coiled-coil domains 4"
ENSG00000162543	UBXN10	"UBX domain protein 10"
ENSG00000162545	CAMK2N1	"calcium/calmodulin dependent protein kinase II inhibitor 1"
ENSG00000162551	ALPL	"alkaline phosphatase, liver/bone/kidney"
ENSG00000162552	WNT4	"Wnt family member 4"
ENSG00000162571	TTLL10	"tubulin tyrosine ligase like 10"
ENSG00000162572	SCNN1D	"sodium channel epithelial 1 delta subunit"
ENSG00000162576	MXRA8	"matrix remodeling associated 8"
ENSG00000162585	FAAP20	"Fanconi anemia core complex associated protein 20"
ENSG00000162591	MEGF6	"multiple EGF like domains 6"
ENSG00000162592	CCDC27	"coiled-coil domain containing 27"
ENSG00000162594	IL23R	"interleukin 23 receptor"
ENSG00000162595	DIRAS3	"DIRAS family GTPase 3"
ENSG00000162598	C1orf87	"chromosome 1 open reading frame 87"
ENSG00000162599	NFIA	"nuclear factor I A"
ENSG00000162600	OMA1	"OMA1 zinc metallopeptidase"
ENSG00000162601	MYSM1	"Myb like, SWIRM and MPN domains 1"
ENSG00000162604	TM2D1	"TM2 domain containing 1"
ENSG00000162607	USP1	"ubiquitin specific peptidase 1"
ENSG00000162613	FUBP1	"far upstream element binding protein 1"
ENSG00000162614	NEXN	"nexilin F-actin binding protein"
ENSG00000162616	DNAJB4	"DnaJ heat shock protein family (Hsp40) member B4"
ENSG00000162618	ADGRL4	"adhesion G protein-coupled receptor L4"
ENSG00000162620	LRRIQ3	"leucine rich repeats and IQ motif containing 3"
ENSG00000162621	LRRC53	"leucine rich repeat containing 53"
ENSG00000162623	TYW3	"tRNA-yW synthesizing protein 3 homolog"
ENSG00000162624	LHX8	"LIM homeobox 8"
ENSG00000162627	SNX7	"sorting nexin 7"
ENSG00000162630	B3GALT2	"beta-1,3-galactosyltransferase 2"
ENSG00000162631	NTNG1	"netrin G1"
ENSG00000162636	FAM102B	"family with sequence similarity 102 member B"
ENSG00000162639	HENMT1	"HEN methyltransferase 1"
ENSG00000162641	AKNAD1	"AKNA domain containing 1"
ENSG00000162642	C1orf52	"chromosome 1 open reading frame 52"
ENSG00000162643	WDR63	"WD repeat domain 63"
ENSG00000162645	GBP2	"guanylate binding protein 2"
ENSG00000162650	ATXN7L2	"ataxin 7 like 2"
ENSG00000162654	GBP4	"guanylate binding protein 4"
ENSG00000162664	ZNF326	"zinc finger protein 326"
ENSG00000162669	HFM1	"HFM1, ATP dependent DNA helicase homolog"
ENSG00000162670	BRINP3	"BMP/retinoic acid inducible neural specific 3"
ENSG00000162676	GFI1	"growth factor independent 1 transcriptional repressor"
ENSG00000162685	LSP1P3	"lymphocyte-specific protein 1 pseudogene 3"
ENSG00000162687	KCNT2	"potassium sodium-activated channel subfamily T member 2"
ENSG00000162688	AGL	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
ENSG00000162692	VCAM1	"vascular cell adhesion molecule 1"
ENSG00000162694	EXTL2	"exostosin like glycosyltransferase 2"
ENSG00000162695	SLC30A7	"solute carrier family 30 member 7"
ENSG00000162699	DNAJA1P5	"DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5"
ENSG00000162702	ZNF281	"zinc finger protein 281"
ENSG00000162704	ARPC5	"actin related protein 2/3 complex subunit 5"
ENSG00000162706	CADM3	"cell adhesion molecule 3"
ENSG00000162711	NLRP3	"NLR family pyrin domain containing 3"
ENSG00000162714	ZNF496	"zinc finger protein 496"
ENSG00000162722	TRIM58	"tripartite motif containing 58"
ENSG00000162723	SLAMF9	"SLAM family member 9"
ENSG00000162727	OR2M5	"olfactory receptor family 2 subfamily M member 5"
ENSG00000162728	KCNJ9	"potassium voltage-gated channel subfamily J member 9"
ENSG00000162729	IGSF8	"immunoglobulin superfamily member 8"
ENSG00000162733	DDR2	"discoidin domain receptor tyrosine kinase 2"
ENSG00000162734	PEA15	"proliferation and apoptosis adaptor protein 15"
ENSG00000162735	PEX19	"peroxisomal biogenesis factor 19"
ENSG00000162736	NCSTN	"nicastrin"
ENSG00000162738	VANGL2	"VANGL planar cell polarity protein 2"
ENSG00000162739	SLAMF6	"SLAM family member 6"
ENSG00000162745	OLFML2B	"olfactomedin like 2B"
ENSG00000162746	FCRLB	"Fc receptor like B"
ENSG00000162747	FCGR3B	"Fc fragment of IgG receptor IIIb"
ENSG00000162753	SLC9C2	"solute carrier family 9 member C2 (putative)"
ENSG00000162755	KLHDC9	"kelch domain containing 9"
ENSG00000162757	C1orf74	"chromosome 1 open reading frame 74"
ENSG00000162761	LMX1A	"LIM homeobox transcription factor 1 alpha"
ENSG00000162763	LRRC52	"leucine rich repeat containing 52"
ENSG00000162769	FLVCR1	"feline leukemia virus subgroup C cellular receptor 1"
ENSG00000162771	FAM71A	"family with sequence similarity 71 member A"
ENSG00000162772	ATF3	"activating transcription factor 3"
ENSG00000162775	RBM15	"RNA binding motif protein 15"
ENSG00000162777	DENND2D	"DENN domain containing 2D"
ENSG00000162779	AXDND1	"axonemal dynein light chain domain containing 1"
ENSG00000162782	TDRD5	"tudor domain containing 5"
ENSG00000162783	IER5	"immediate early response 5"
ENSG00000162804	SNED1	"sushi, nidogen and EGF like domains 1"
ENSG00000162813	BPNT1	"3'(2'), 5'-bisphosphate nucleotidase 1"
ENSG00000162814	SPATA17	"spermatogenesis associated 17"
ENSG00000162817	C1orf115	"chromosome 1 open reading frame 115"
ENSG00000162819	BROX	"BRO1 domain and CAAX motif containing"
ENSG00000162825	NBPF20	"NBPF member 20"
ENSG00000162836	ACP6	"acid phosphatase 6, lysophosphatidic"
ENSG00000162840	MT2P1	"metallothionein 2 pseudogene 1"
ENSG00000162843	WDR64	"WD repeat domain 64"
ENSG00000162849	KIF26B	"kinesin family member 26B"
ENSG00000162851	TFB2M	"transcription factor B2, mitochondrial"
ENSG00000162852	CNST	"consortin, connexin sorting protein"
ENSG00000162869	PPP1R21	"protein phosphatase 1 regulatory subunit 21"
ENSG00000162873	KLHDC8A	"kelch domain containing 8A"
ENSG00000162877	PM20D1	"peptidase M20 domain containing 1"
ENSG00000162878	PKDCC	"protein kinase domain containing, cytoplasmic"
ENSG00000162881	OXER1	"oxoeicosanoid receptor 1"
ENSG00000162882	HAAO	"3-hydroxyanthranilate 3,4-dioxygenase"
ENSG00000162885	B3GALNT2	"beta-1,3-N-acetylgalactosaminyltransferase 2"
ENSG00000162888	C1orf147	"chromosome 1 open reading frame 147"
ENSG00000162889	MAPKAPK2	"mitogen-activated protein kinase-activated protein kinase 2"
ENSG00000162891	IL20	"interleukin 20"
ENSG00000162892	IL24	"interleukin 24"
ENSG00000162894	FCMR	"Fc fragment of IgM receptor"
ENSG00000162896	PIGR	"polymeric immunoglobulin receptor"
ENSG00000162897	FCAMR	"Fc fragment of IgA and IgM receptor"
ENSG00000162909	CAPN2	"calpain 2"
ENSG00000162910	MRPL55	"mitochondrial ribosomal protein L55"
ENSG00000162913	OBSCN-AS1	"OBSCN antisense RNA 1"
ENSG00000162923	WDR26	"WD repeat domain 26"
ENSG00000162924	REL	"REL proto-oncogene, NF-kB subunit"
